timestep,HP - air,HP - seawater,HP - heat recovery,electric chiller
T6703,3.589,3.809,2.729,4.502
T6704,3.608,3.809,2.729,4.479
T6705,3.647,3.809,2.729,4.433
T6706,3.647,3.809,2.729,4.433
T6707,3.674,3.809,2.729,4.403
T6708,3.735,3.809,2.729,4.334
T6709,3.798,3.809,2.729,4.266
T6710,3.783,3.809,2.729,4.281
T6711,3.769,3.809,2.729,4.296
T6712,3.728,3.809,2.729,4.342
T6713,3.674,3.809,2.729,4.403
T6714,3.641,3.809,2.729,4.441
T6715,3.634,3.809,2.729,4.448
T6716,3.595,3.809,2.729,4.494
T6717,3.602,3.809,2.729,4.486
T6718,3.576,3.809,2.729,4.517
T6719,3.608,3.809,2.729,4.479
T6720,3.583,3.809,2.729,4.509
T6721,3.583,3.809,2.729,4.509
T6722,3.557,3.809,2.729,4.54
T6723,3.532,3.809,2.729,4.57
T6724,3.545,3.809,2.729,4.555
T6725,3.602,3.809,2.729,4.486
T6726,3.602,3.809,2.729,4.486
T6727,3.576,3.809,2.729,4.517
T6728,3.589,3.809,2.729,4.502
T6729,3.621,3.809,2.729,4.464
T6730,3.654,3.809,2.729,4.426
T6731,3.674,3.809,2.729,4.403
T6732,3.66,3.809,2.729,4.418
T6733,3.641,3.809,2.729,4.441
T6734,3.654,3.809,2.729,4.426
T6735,3.608,3.809,2.729,4.479
T6736,3.557,3.809,2.729,4.54
T6737,3.551,3.809,2.729,4.547
T6738,3.551,3.809,2.729,4.547
T6739,3.576,3.809,2.729,4.517
T6740,3.615,3.809,2.729,4.471
T6741,3.632,3.713,2.687,4.418
T6742,3.651,3.713,2.687,4.395
T6743,3.671,3.713,2.687,4.372
T6744,3.705,3.713,2.687,4.334
T6745,3.612,3.713,2.687,4.441
T6746,3.568,3.713,2.687,4.494
T6747,3.494,3.713,2.687,4.586
T6748,3.47,3.713,2.687,4.616
T6749,3.47,3.713,2.687,4.616
T6750,3.412,3.713,2.687,4.692
T6751,3.377,3.713,2.687,4.738
T6752,3.4,3.713,2.687,4.707
T6753,3.47,3.713,2.687,4.616
T6754,3.568,3.713,2.687,4.494
T6755,3.632,3.713,2.687,4.418
T6756,3.645,3.713,2.687,4.403
T6757,3.678,3.713,2.687,4.365
T6758,3.698,3.713,2.687,4.342
T6759,3.698,3.713,2.687,4.342
T6760,3.651,3.713,2.687,4.395
T6761,3.599,3.713,2.687,4.456
T6762,3.543,3.713,2.687,4.525
T6763,3.568,3.713,2.687,4.494
T6764,3.561,3.713,2.687,4.502
T6765,3.587,3.713,2.687,4.471
T6766,3.587,3.713,2.687,4.471
T6767,3.574,3.713,2.687,4.486
T6768,3.561,3.713,2.687,4.502
T6769,3.53,3.713,2.687,4.54
T6770,3.537,3.713,2.687,4.532
T6771,3.512,3.713,2.687,4.563
T6772,3.5,3.713,2.687,4.578
T6773,3.494,3.713,2.687,4.586
T6774,3.5,3.713,2.687,4.578
T6775,3.441,3.713,2.687,4.654
T6776,3.4,3.713,2.687,4.707
T6777,3.394,3.713,2.687,4.715
T6778,3.412,3.713,2.687,4.692
T6779,3.476,3.713,2.687,4.608
T6780,3.5,3.713,2.687,4.578
T6781,3.512,3.713,2.687,4.563
T6782,3.464,3.713,2.687,4.624
T6783,3.464,3.713,2.687,4.624
T6784,3.464,3.713,2.687,4.624
T6785,3.412,3.713,2.687,4.692
T6786,3.4,3.713,2.687,4.707
T6787,3.328,3.713,2.687,4.807
T6788,3.284,3.713,2.687,4.868
T6789,3.306,3.713,2.687,4.837
T6790,3.322,3.713,2.687,4.814
T6791,3.295,3.713,2.687,4.852
T6792,3.284,3.713,2.687,4.868
T6793,3.328,3.713,2.687,4.807
T6794,3.339,3.713,2.687,4.791
T6795,3.344,3.713,2.687,4.784
T6796,3.344,3.713,2.687,4.784
T6797,3.328,3.713,2.687,4.807
T6798,3.317,3.713,2.687,4.822
T6799,3.306,3.713,2.687,4.837
T6800,3.355,3.713,2.687,4.768
T6801,3.417,3.713,2.687,4.685
T6802,3.441,3.713,2.687,4.654
T6803,3.488,3.713,2.687,4.593
T6804,3.53,3.713,2.687,4.54
T6805,3.568,3.713,2.687,4.494
T6806,3.574,3.713,2.687,4.486
T6807,3.549,3.713,2.687,4.517
T6808,3.543,3.713,2.687,4.525
T6809,3.47,3.713,2.687,4.616
T6810,3.361,3.713,2.687,4.761
T6811,3.295,3.713,2.687,4.852
T6812,3.317,3.713,2.687,4.822
T6813,3.279,3.713,2.687,4.875
T6814,3.242,3.713,2.687,4.928
T6815,3.191,3.713,2.687,5.005
T6816,3.181,3.713,2.687,5.02
T6817,3.123,3.713,2.687,5.111
T6818,3.08,3.713,2.687,5.18
T6819,3.094,3.713,2.687,5.157
T6820,3.094,3.713,2.687,5.157
T6821,3.043,3.713,2.687,5.241
T6822,3.089,3.713,2.687,5.165
T6823,3.089,3.713,2.687,5.165
T6824,3.089,3.713,2.687,5.165
T6825,3.279,3.713,2.687,4.875
T6826,3.446,3.713,2.687,4.647
T6827,3.5,3.713,2.687,4.578
T6828,3.549,3.713,2.687,4.517
T6829,3.599,3.713,2.687,4.456
T6830,3.599,3.713,2.687,4.456
T6831,3.587,3.713,2.687,4.471
T6832,3.549,3.713,2.687,4.517
T6833,3.494,3.713,2.687,4.586
T6834,3.4,3.713,2.687,4.707
T6835,3.361,3.713,2.687,4.761
T6836,3.372,3.713,2.687,4.746
T6837,3.339,3.713,2.687,4.791
T6838,3.284,3.713,2.687,4.868
T6839,3.311,3.713,2.687,4.829
T6840,3.339,3.713,2.687,4.791
T6841,3.322,3.713,2.687,4.814
T6842,3.322,3.713,2.687,4.814
T6843,3.311,3.713,2.687,4.829
T6844,3.295,3.713,2.687,4.852
T6845,3.295,3.713,2.687,4.852
T6846,3.274,3.713,2.687,4.883
T6847,3.274,3.713,2.687,4.883
T6848,3.333,3.713,2.687,4.799
T6849,3.458,3.713,2.687,4.631
T6850,3.494,3.713,2.687,4.586
T6851,3.543,3.713,2.687,4.525
T6852,3.574,3.713,2.687,4.486
T6853,3.587,3.713,2.687,4.471
T6854,3.593,3.713,2.687,4.464
T6855,3.593,3.713,2.687,4.464
T6856,3.58,3.713,2.687,4.479
T6857,3.574,3.713,2.687,4.486
T6858,3.482,3.713,2.687,4.601
T6859,3.512,3.713,2.687,4.563
T6860,3.452,3.713,2.687,4.639
T6861,3.458,3.713,2.687,4.631
T6862,3.423,3.713,2.687,4.677
T6863,3.372,3.713,2.687,4.746
T6864,3.344,3.713,2.687,4.784
T6865,3.328,3.713,2.687,4.807
T6866,3.339,3.713,2.687,4.791
T6867,3.322,3.713,2.687,4.814
T6868,3.311,3.713,2.687,4.829
T6869,3.306,3.713,2.687,4.837
T6870,3.295,3.713,2.687,4.852
T6871,3.3,3.713,2.687,4.845
T6872,3.29,3.713,2.687,4.86
T6873,3.3,3.713,2.687,4.845
T6874,3.328,3.713,2.687,4.807
T6875,3.377,3.713,2.687,4.738
T6876,3.458,3.713,2.687,4.631
T6877,3.482,3.713,2.687,4.601
T6878,3.476,3.713,2.687,4.608
T6879,3.476,3.713,2.687,4.608
T6880,3.47,3.713,2.687,4.616
T6881,3.452,3.713,2.687,4.639
T6882,3.412,3.713,2.687,4.692
T6883,3.394,3.713,2.687,4.715
T6884,3.377,3.713,2.687,4.738
T6885,3.344,3.713,2.687,4.784
T6886,3.344,3.713,2.687,4.784
T6887,3.35,3.713,2.687,4.776
T6888,3.361,3.713,2.687,4.761
T6889,3.35,3.713,2.687,4.776
T6890,3.317,3.687,2.65,4.791
T6891,3.301,3.687,2.65,4.814
T6892,3.301,3.687,2.65,4.814
T6893,3.295,3.687,2.65,4.822
T6894,3.274,3.687,2.65,4.852
T6895,3.274,3.687,2.65,4.852
T6896,3.279,3.687,2.65,4.845
T6897,3.285,3.687,2.65,4.837
T6898,3.306,3.687,2.65,4.807
T6899,3.339,3.687,2.65,4.761
T6900,3.372,3.687,2.65,4.715
T6901,3.394,3.687,2.65,4.685
T6902,3.406,3.687,2.65,4.669
T6903,3.406,3.687,2.65,4.669
T6904,3.412,3.687,2.65,4.662
T6905,3.383,3.687,2.65,4.7
T6906,3.333,3.687,2.65,4.768
T6907,3.317,3.687,2.65,4.791
T6908,3.328,3.687,2.65,4.776
T6909,3.295,3.687,2.65,4.822
T6910,3.274,3.687,2.65,4.852
T6911,3.274,3.687,2.65,4.852
T6912,3.237,3.687,2.65,4.906
T6913,3.217,3.687,2.65,4.936
T6914,3.207,3.687,2.65,4.951
T6915,3.232,3.687,2.65,4.913
T6916,3.207,3.687,2.65,4.951
T6917,3.167,3.687,2.65,5.012
T6918,3.197,3.687,2.65,4.967
T6919,3.128,3.687,2.65,5.073
T6920,3.187,3.687,2.65,4.982
T6921,3.333,3.687,2.65,4.768
T6922,3.394,3.687,2.65,4.685
T6923,3.429,3.687,2.65,4.639
T6924,3.47,3.687,2.65,4.586
T6925,3.476,3.687,2.65,4.578
T6926,3.482,3.687,2.65,4.57
T6927,3.464,3.687,2.65,4.593
T6928,3.464,3.687,2.65,4.593
T6929,3.44,3.687,2.65,4.624
T6930,3.44,3.687,2.65,4.624
T6931,3.417,3.687,2.65,4.654
T6932,3.389,3.687,2.65,4.692
T6933,3.383,3.687,2.65,4.7
T6934,3.361,3.687,2.65,4.73
T6935,3.328,3.687,2.65,4.776
T6936,3.29,3.687,2.65,4.829
T6937,3.269,3.687,2.65,4.86
T6938,3.248,3.625,2.65,4.89
T6939,3.232,3.625,2.65,4.913
T6940,3.217,3.625,2.65,4.936
T6941,3.197,3.625,2.65,4.967
T6942,3.177,3.625,2.65,4.997
T6943,3.187,3.625,2.65,4.982
T6944,3.187,3.625,2.65,4.982
T6945,3.258,3.625,2.65,4.875
T6946,3.306,3.625,2.65,4.807
T6947,3.333,3.625,2.65,4.768
T6948,3.377,3.625,2.65,4.707
T6949,3.394,3.625,2.65,4.685
T6950,3.394,3.625,2.65,4.685
T6951,3.4,3.625,2.65,4.677
T6952,3.406,3.625,2.65,4.669
T6953,3.389,3.625,2.65,4.692
T6954,3.258,3.625,2.65,4.875
T6955,3.263,3.625,2.65,4.868
T6956,3.35,3.625,2.65,4.746
T6957,3.366,3.625,2.65,4.723
T6958,3.383,3.625,2.65,4.7
T6959,3.383,3.625,2.65,4.7
T6960,3.389,3.625,2.65,4.692
T6961,3.361,3.625,2.65,4.73
T6962,3.361,3.625,2.65,4.73
T6963,3.372,3.625,2.65,4.715
T6964,3.389,3.625,2.65,4.692
T6965,3.366,3.625,2.65,4.723
T6966,3.339,3.625,2.65,4.761
T6967,3.322,3.625,2.65,4.784
T6968,3.317,3.625,2.65,4.791
T6969,3.333,3.625,2.65,4.768
T6970,3.361,3.625,2.65,4.73
T6971,3.389,3.625,2.65,4.692
T6972,3.389,3.625,2.65,4.692
T6973,3.406,3.625,2.65,4.669
T6974,3.435,3.625,2.65,4.631
T6975,3.44,3.625,2.65,4.624
T6976,3.417,3.625,2.65,4.654
T6977,3.377,3.625,2.65,4.707
T6978,3.285,3.625,2.65,4.837
T6979,3.237,3.625,2.65,4.906
T6980,3.128,3.625,2.65,5.073
T6981,3.133,3.625,2.65,5.066
T6982,3.08,3.625,2.65,5.149
T6983,3.062,3.625,2.65,5.18
T6984,3.034,3.625,2.65,5.226
T6985,3.034,3.625,2.65,5.226
T6986,3.043,3.625,2.65,5.21
T6987,3.052,3.625,2.65,5.195
T6988,3.048,3.625,2.65,5.203
T6989,3.062,3.625,2.65,5.18
T6990,3.137,3.625,2.65,5.058
T6991,3.118,3.625,2.65,5.088
T6992,3.172,3.625,2.65,5.005
T6993,3.243,3.625,2.65,4.898
T6994,3.311,3.625,2.65,4.799
T6995,3.394,3.625,2.65,4.685
T6996,3.423,3.625,2.65,4.647
T6997,3.446,3.625,2.65,4.616
T6998,3.464,3.625,2.65,4.593
T6999,3.47,3.625,2.65,4.586
T7000,3.429,3.625,2.65,4.639
T7001,3.372,3.625,2.65,4.715
T7002,3.253,3.625,2.65,4.883
T7003,3.167,3.625,2.65,5.012
T7004,3.177,3.625,2.65,4.997
T7005,3.197,3.625,2.65,4.967
T7006,3.187,3.625,2.65,4.982
T7007,3.248,3.625,2.65,4.89
T7008,3.355,3.625,2.65,4.738
T7009,3.344,3.625,2.65,4.753
T7010,3.344,3.625,2.65,4.753
T7011,3.355,3.625,2.65,4.738
T7012,3.366,3.625,2.65,4.723
T7013,3.406,3.625,2.65,4.669
T7014,3.429,3.625,2.65,4.639
T7015,3.429,3.625,2.65,4.639
T7016,3.446,3.625,2.65,4.616
T7017,3.464,3.625,2.65,4.593
T7018,3.488,3.625,2.65,4.563
T7019,3.488,3.625,2.65,4.563
T7020,3.5,3.625,2.65,4.547
T7021,3.494,3.625,2.65,4.555
T7022,3.482,3.625,2.65,4.57
T7023,3.476,3.625,2.65,4.578
T7024,3.464,3.625,2.65,4.593
T7025,3.464,3.625,2.65,4.593
T7026,3.446,3.625,2.65,4.616
T7027,3.44,3.625,2.65,4.624
T7028,3.452,3.625,2.65,4.608
T7029,3.446,3.625,2.65,4.616
T7030,3.417,3.625,2.65,4.654
T7031,3.423,3.625,2.65,4.647
T7032,3.435,3.625,2.65,4.631
T7033,3.446,3.625,2.65,4.616
T7034,3.458,3.625,2.65,4.601
T7035,3.464,3.625,2.65,4.593
T7036,3.47,3.625,2.65,4.586
T7037,3.435,3.625,2.65,4.631
T7038,3.458,3.625,2.65,4.601
T7039,3.488,3.625,2.65,4.563
T7040,3.512,3.625,2.65,4.532
T7041,3.524,3.625,2.65,4.517
T7042,3.53,3.625,2.65,4.509
T7043,3.536,3.625,2.65,4.502
T7044,3.543,3.625,2.65,4.494
T7045,3.549,3.625,2.65,4.486
T7046,3.543,3.625,2.65,4.494
T7047,3.536,3.625,2.65,4.502
T7048,3.53,3.625,2.65,4.509
T7049,3.524,3.625,2.65,4.517
T7050,3.524,3.625,2.65,4.517
T7051,3.53,3.625,2.65,4.509
T7052,3.543,3.625,2.65,4.494
T7053,3.567,3.625,2.65,4.464
T7054,3.599,3.625,2.65,4.426
T7055,3.605,3.625,2.65,4.418
T7056,3.631,3.625,2.65,4.387
T7057,3.677,3.625,2.65,4.334
T7058,3.684,3.625,2.65,4.326
T7059,3.657,3.625,2.65,4.357
T7060,3.644,3.625,2.65,4.372
T7061,3.644,3.625,2.65,4.372
T7062,3.664,3.625,2.65,4.349
T7063,3.671,3.625,2.65,4.342
T7064,3.664,3.625,2.65,4.349
T7065,3.625,3.625,2.65,4.395
T7066,3.631,3.625,2.65,4.387
T7067,3.691,3.625,2.65,4.319
T7068,3.725,3.625,2.65,4.281
T7069,3.711,3.625,2.65,4.296
T7070,3.704,3.625,2.65,4.304
T7071,3.691,3.625,2.65,4.319
T7072,3.677,3.625,2.65,4.334
T7073,3.651,3.625,2.65,4.365
T7074,3.605,3.625,2.65,4.418
T7075,3.586,3.625,2.65,4.441
T7076,3.58,3.625,2.65,4.448
T7077,3.593,3.625,2.65,4.433
T7078,3.612,3.625,2.65,4.41
T7079,3.593,3.625,2.65,4.433
T7080,3.586,3.625,2.65,4.441
T7081,3.524,3.625,2.65,4.517
T7082,3.476,3.625,2.65,4.578
T7083,3.47,3.625,2.65,4.586
T7084,3.476,3.625,2.65,4.578
T7085,3.44,3.625,2.65,4.624
T7086,3.458,3.625,2.65,4.601
T7087,3.47,3.625,2.65,4.586
T7088,3.47,3.625,2.65,4.586
T7089,3.494,3.625,2.65,4.555
T7090,3.506,3.625,2.65,4.54
T7091,3.482,3.625,2.65,4.57
T7092,3.494,3.625,2.65,4.555
T7093,3.536,3.625,2.65,4.502
T7094,3.555,3.625,2.65,4.479
T7095,3.543,3.625,2.65,4.494
T7096,3.543,3.625,2.65,4.494
T7097,3.506,3.625,2.65,4.54
T7098,3.488,3.625,2.65,4.563
T7099,3.44,3.625,2.65,4.624
T7100,3.389,3.625,2.65,4.692
T7101,3.306,3.625,2.65,4.807
T7102,3.344,3.625,2.65,4.753
T7103,3.412,3.625,2.65,4.662
T7104,3.435,3.625,2.65,4.631
T7105,3.452,3.625,2.65,4.608
T7106,3.464,3.625,2.65,4.593
T7107,3.476,3.625,2.65,4.578
T7108,3.494,3.625,2.65,4.555
T7109,3.506,3.625,2.65,4.54
T7110,3.518,3.625,2.65,4.525
T7111,3.518,3.625,2.65,4.525
T7112,3.518,3.625,2.65,4.525
T7113,3.518,3.625,2.65,4.525
T7114,3.53,3.625,2.65,4.509
T7115,3.58,3.625,2.65,4.448
T7116,3.618,3.625,2.65,4.403
T7117,3.631,3.625,2.65,4.387
T7118,3.612,3.625,2.65,4.41
T7119,3.599,3.625,2.65,4.426
T7120,3.543,3.625,2.65,4.494
T7121,3.476,3.625,2.65,4.578
T7122,3.435,3.625,2.65,4.631
T7123,3.44,3.625,2.65,4.624
T7124,3.446,3.625,2.65,4.616
T7125,3.506,3.625,2.65,4.54
T7126,3.524,3.625,2.65,4.517
T7127,3.53,3.625,2.65,4.509
T7128,3.524,3.564,2.65,4.517
T7129,3.536,3.564,2.65,4.502
T7130,3.543,3.564,2.65,4.494
T7131,3.561,3.564,2.65,4.471
T7132,3.574,3.564,2.65,4.456
T7133,3.574,3.564,2.65,4.456
T7134,3.58,3.564,2.65,4.448
T7135,3.586,3.564,2.65,4.441
T7136,3.586,3.564,2.65,4.441
T7137,3.593,3.564,2.65,4.433
T7138,3.612,3.564,2.65,4.41
T7139,3.593,3.564,2.65,4.433
T7140,3.593,3.564,2.65,4.433
T7141,3.586,3.564,2.65,4.441
T7142,3.586,3.564,2.65,4.441
T7143,3.586,3.564,2.65,4.441
T7144,3.586,3.564,2.65,4.441
T7145,3.58,3.564,2.65,4.448
T7146,3.574,3.564,2.65,4.456
T7147,3.555,3.564,2.65,4.479
T7148,3.53,3.564,2.65,4.509
T7149,3.536,3.564,2.65,4.502
T7150,3.518,3.564,2.65,4.525
T7151,3.506,3.564,2.65,4.54
T7152,3.5,3.564,2.65,4.547
T7153,3.494,3.564,2.65,4.555
T7154,3.482,3.564,2.65,4.57
T7155,3.47,3.564,2.65,4.586
T7156,3.458,3.564,2.65,4.601
T7157,3.47,3.564,2.65,4.586
T7158,3.458,3.564,2.65,4.601
T7159,3.452,3.564,2.65,4.608
T7160,3.482,3.564,2.65,4.57
T7161,3.512,3.564,2.65,4.532
T7162,3.524,3.564,2.65,4.517
T7163,3.506,3.564,2.65,4.54
T7164,3.506,3.564,2.65,4.54
T7165,3.518,3.564,2.65,4.525
T7166,3.512,3.564,2.65,4.532
T7167,3.506,3.564,2.65,4.54
T7168,3.482,3.564,2.65,4.57
T7169,3.482,3.564,2.65,4.57
T7170,3.47,3.564,2.65,4.586
T7171,3.476,3.564,2.65,4.578
T7172,3.482,3.564,2.65,4.57
T7173,3.476,3.564,2.65,4.578
T7174,3.458,3.564,2.65,4.601
T7175,3.412,3.54,2.613,4.631
T7176,3.394,3.54,2.613,4.654
T7177,3.372,3.54,2.613,4.685
T7178,3.344,3.54,2.613,4.723
T7179,3.322,3.54,2.613,4.753
T7180,3.328,3.54,2.613,4.746
T7181,3.35,3.54,2.613,4.715
T7182,3.333,3.54,2.613,4.738
T7183,3.344,3.54,2.613,4.723
T7184,3.35,3.54,2.613,4.715
T7185,3.372,3.54,2.613,4.685
T7186,3.394,3.54,2.613,4.654
T7187,3.406,3.54,2.613,4.639
T7188,3.406,3.54,2.613,4.639
T7189,3.44,3.54,2.613,4.593
T7190,3.452,3.54,2.613,4.578
T7191,3.435,3.54,2.613,4.601
T7192,3.423,3.54,2.613,4.616
T7193,3.4,3.54,2.613,4.647
T7194,3.389,3.54,2.613,4.662
T7195,3.406,3.54,2.613,4.639
T7196,3.412,3.54,2.613,4.631
T7197,3.406,3.54,2.613,4.639
T7198,3.406,3.54,2.613,4.639
T7199,3.412,3.54,2.613,4.631
T7200,3.435,3.54,2.613,4.601
T7201,3.435,3.54,2.613,4.601
T7202,3.44,3.54,2.613,4.593
T7203,3.435,3.54,2.613,4.601
T7204,3.412,3.54,2.613,4.631
T7205,3.394,3.54,2.613,4.654
T7206,3.355,3.54,2.613,4.707
T7207,3.366,3.54,2.613,4.692
T7208,3.366,3.54,2.613,4.692
T7209,3.394,3.54,2.613,4.654
T7210,3.429,3.54,2.613,4.608
T7211,3.47,3.54,2.613,4.555
T7212,3.512,3.54,2.613,4.502
T7213,3.53,3.54,2.613,4.479
T7214,3.524,3.54,2.613,4.486
T7215,3.512,3.54,2.613,4.502
T7216,3.488,3.54,2.613,4.532
T7217,3.429,3.54,2.613,4.608
T7218,3.435,3.54,2.613,4.601
T7219,3.452,3.54,2.613,4.578
T7220,3.429,3.54,2.613,4.608
T7221,3.435,3.54,2.613,4.601
T7222,3.435,3.54,2.613,4.601
T7223,3.423,3.54,2.613,4.616
T7224,3.423,3.54,2.613,4.616
T7225,3.412,3.54,2.613,4.631
T7226,3.435,3.54,2.613,4.601
T7227,3.435,3.54,2.613,4.601
T7228,3.435,3.54,2.613,4.601
T7229,3.4,3.54,2.613,4.647
T7230,3.361,3.54,2.613,4.7
T7231,3.333,3.54,2.613,4.738
T7232,3.333,3.54,2.613,4.738
T7233,3.355,3.54,2.613,4.707
T7234,3.383,3.54,2.613,4.669
T7235,3.383,3.54,2.613,4.669
T7236,3.389,3.54,2.613,4.662
T7237,3.361,3.54,2.613,4.7
T7238,3.394,3.54,2.613,4.654
T7239,3.372,3.54,2.613,4.685
T7240,3.378,3.54,2.613,4.677
T7241,3.378,3.54,2.613,4.677
T7242,3.301,3.54,2.613,4.784
T7243,3.253,3.54,2.613,4.852
T7244,3.248,3.54,2.613,4.86
T7245,3.212,3.54,2.613,4.913
T7246,3.202,3.54,2.613,4.928
T7247,3.187,3.54,2.613,4.951
T7248,3.207,3.54,2.613,4.921
T7249,3.207,3.54,2.613,4.921
T7250,3.233,3.54,2.613,4.883
T7251,3.197,3.54,2.613,4.936
T7252,3.207,3.54,2.613,4.921
T7253,3.238,3.54,2.613,4.875
T7254,3.253,3.54,2.613,4.852
T7255,3.312,3.54,2.613,4.768
T7256,3.366,3.54,2.613,4.692
T7257,3.378,3.54,2.613,4.677
T7258,3.389,3.54,2.613,4.662
T7259,3.389,3.54,2.613,4.662
T7260,3.389,3.54,2.613,4.662
T7261,3.394,3.54,2.613,4.654
T7262,3.406,3.54,2.613,4.639
T7263,3.4,3.54,2.613,4.647
T7264,3.417,3.54,2.613,4.624
T7265,3.417,3.54,2.613,4.624
T7266,3.429,3.54,2.613,4.608
T7267,3.423,3.54,2.613,4.616
T7268,3.394,3.54,2.613,4.654
T7269,3.4,3.54,2.613,4.647
T7270,3.406,3.54,2.613,4.639
T7271,3.412,3.54,2.613,4.631
T7272,3.429,3.54,2.613,4.608
T7273,3.44,3.54,2.613,4.593
T7274,3.458,3.54,2.613,4.57
T7275,3.47,3.54,2.613,4.555
T7276,3.464,3.54,2.613,4.563
T7277,3.464,3.54,2.613,4.563
T7278,3.464,3.54,2.613,4.563
T7279,3.458,3.54,2.613,4.57
T7280,3.452,3.54,2.613,4.578
T7281,3.482,3.54,2.613,4.54
T7282,3.506,3.54,2.613,4.509
T7283,3.524,3.54,2.613,4.486
T7284,3.53,3.54,2.613,4.479
T7285,3.542,3.54,2.613,4.464
T7286,3.53,3.54,2.613,4.479
T7287,3.518,3.54,2.613,4.494
T7288,3.524,3.54,2.613,4.486
T7289,3.506,3.54,2.613,4.509
T7290,3.482,3.54,2.613,4.54
T7291,3.494,3.54,2.613,4.525
T7292,3.494,3.54,2.613,4.525
T7293,3.53,3.54,2.613,4.479
T7294,3.542,3.54,2.613,4.464
T7295,3.542,3.54,2.613,4.464
T7296,3.549,3.54,2.613,4.456
T7297,3.524,3.54,2.613,4.486
T7298,3.53,3.54,2.613,4.479
T7299,3.53,3.54,2.613,4.479
T7300,3.53,3.54,2.613,4.479
T7301,3.53,3.54,2.613,4.479
T7302,3.506,3.54,2.613,4.509
T7303,3.482,3.54,2.613,4.54
T7304,3.482,3.54,2.613,4.54
T7305,3.494,3.54,2.613,4.525
T7306,3.506,3.54,2.613,4.509
T7307,3.494,3.54,2.613,4.525
T7308,3.524,3.54,2.613,4.486
T7309,3.53,3.54,2.613,4.479
T7310,3.542,3.54,2.613,4.464
T7311,3.518,3.54,2.613,4.494
T7312,3.488,3.54,2.613,4.532
T7313,3.482,3.54,2.613,4.54
T7314,3.474,3.515,2.574,4.517
T7315,3.492,3.459,2.574,4.494
T7316,3.51,3.459,2.574,4.471
T7317,3.516,3.459,2.574,4.464
T7318,3.51,3.459,2.574,4.471
T7319,3.51,3.459,2.574,4.471
T7320,3.528,3.459,2.574,4.448
T7321,3.54,3.459,2.574,4.433
T7322,3.528,3.459,2.574,4.448
T7323,3.534,3.459,2.574,4.441
T7324,3.553,3.459,2.574,4.418
T7325,3.571,3.459,2.574,4.395
T7326,3.578,3.459,2.574,4.387
T7327,3.578,3.459,2.574,4.387
T7328,3.603,3.459,2.574,4.357
T7329,3.635,3.459,2.574,4.319
T7330,3.648,3.459,2.574,4.304
T7331,3.661,3.459,2.574,4.288
T7332,3.661,3.459,2.574,4.288
T7333,3.749,3.459,2.574,4.189
T7334,3.735,3.459,2.574,4.205
T7335,3.735,3.459,2.574,4.205
T7336,3.708,3.459,2.574,4.235
T7337,3.701,3.459,2.574,4.243
T7338,3.694,3.459,2.574,4.25
T7339,3.708,3.459,2.574,4.235
T7340,3.701,3.459,2.574,4.243
T7341,3.661,3.459,2.574,4.288
T7342,3.571,3.459,2.574,4.395
T7343,3.48,3.459,2.574,4.509
T7344,3.439,3.459,2.574,4.563
T7345,3.41,3.459,2.574,4.601
T7346,3.398,3.459,2.574,4.616
T7347,3.387,3.459,2.574,4.631
T7348,3.387,3.459,2.574,4.631
T7349,3.398,3.459,2.574,4.616
T7350,3.404,3.459,2.574,4.608
T7351,3.398,3.459,2.574,4.616
T7352,3.387,3.459,2.574,4.631
T7353,3.393,3.459,2.574,4.624
T7354,3.427,3.459,2.574,4.578
T7355,3.456,3.459,2.574,4.54
T7356,3.468,3.459,2.574,4.525
T7357,3.48,3.459,2.574,4.509
T7358,3.462,3.459,2.574,4.532
T7359,3.486,3.459,2.574,4.502
T7360,3.468,3.459,2.574,4.525
T7361,3.416,3.459,2.574,4.593
T7362,3.359,3.459,2.574,4.669
T7363,3.278,3.459,2.574,4.784
T7364,3.305,3.459,2.574,4.746
T7365,3.257,3.459,2.574,4.814
T7366,3.236,3.459,2.574,4.845
T7367,3.305,3.459,2.574,4.746
T7368,3.326,3.459,2.574,4.715
T7369,3.359,3.459,2.574,4.669
T7370,3.315,3.459,2.574,4.73
T7371,3.283,3.459,2.574,4.776
T7372,3.278,3.459,2.574,4.784
T7373,3.273,3.459,2.574,4.791
T7374,3.262,3.459,2.574,4.807
T7375,3.283,3.459,2.574,4.776
T7376,3.294,3.459,2.574,4.761
T7377,3.31,3.459,2.574,4.738
T7378,3.326,3.459,2.574,4.715
T7379,3.37,3.459,2.574,4.654
T7380,3.427,3.459,2.574,4.578
T7381,3.45,3.459,2.574,4.547
T7382,3.439,3.459,2.574,4.563
T7383,3.433,3.459,2.574,4.57
T7384,3.398,3.459,2.574,4.616
T7385,3.37,3.459,2.574,4.654
T7386,3.332,3.459,2.574,4.707
T7387,3.31,3.459,2.574,4.738
T7388,3.283,3.459,2.574,4.776
T7389,3.273,3.459,2.574,4.791
T7390,3.252,3.459,2.574,4.822
T7391,3.252,3.459,2.574,4.822
T7392,3.231,3.459,2.574,4.852
T7393,3.241,3.459,2.574,4.837
T7394,3.252,3.459,2.574,4.822
T7395,3.273,3.459,2.574,4.791
T7396,3.247,3.459,2.574,4.829
T7397,3.241,3.459,2.574,4.837
T7398,3.247,3.459,2.574,4.829
T7399,3.252,3.459,2.574,4.822
T7400,3.278,3.459,2.574,4.784
