SelectedTimestamp,Affaldsenergianlæg,Kraftvarmeanlæg,Spidslastbiomasse,Spidslastgas,Spidslastolie,Elkedler,Varmepumper,Industrieloverskudsvarme,Overskudsvarmedatacentre,Biogas,Solvarme,CO2-Udledning
1/1/2025-20:00:00,330.843874613333,999.930114746083,0,0.100000002,0,75.577615738,4.502622823,14.1595416068333,0.114188001,2.919000149,0,3.50376480808333
1/1/2025-21:00:00,329.671468099,980.132288614833,0,0.100000002,0,83.42833391825,7.68556976316667,14.2723902861667,0.114188001,2.919000149,0,3.62754613158333
1/1/2025-22:00:00,337.4449335735,971.111292521083,0,0.100000002,0,83.977610906,7.70195869625,14.0281914075,0.114188001,2.919000149,0,3.62455385933333
1/1/2025-23:00:00,336.677612304583,901.344665527333,0,0.100000002,0,83.4147268931667,8.14223770291667,16.508280754,0.114188001,2.919000149,0,3.79212029775
1/2/2025-00:00:00,340.32877095525,838.819661458417,0,0.100000002,0,84.2224038441667,8.11681401733333,16.3134926955,0.114188001,2.919000149,0,3.95549764241667
1/2/2025-01:00:00,339.380849202583,853.211608886667,0,0.100000002,0,73.1528606414167,5.09541447958333,15.6884171963333,0.114188001,2.919000149,0,3.79271028433333
1/2/2025-02:00:00,332.954480489,1055.93415832508,0,0.100000002,0,71.8408501943333,4.11076418558333,13.0135811965833,0.114188001,2.919000149,0,3.36414448433333
1/2/2025-03:00:00,327.152376810667,1226.56441243475,0,0.100000002,4.86946864925,71.9038232166667,4.12870238241667,13.1731265385833,0.114188001,2.919000149,0,3.05948581291667
1/2/2025-04:00:00,320.286026000917,1190.55331420892,0,0.100000002,9.00100946425,71.60109138475,4.21134183808333,13.0703159968333,0.114188001,2.919000149,0,3.11046413575
1/2/2025-05:00:00,309.563420613583,1247.59917195642,0,0.100000002,9.93892836575,70.5814164480833,4.246254166,14.60440198575,0.114188001,2.919000149,0,3.01321345566667
1/2/2025-06:00:00,297.06271108,1307.88776652017,0,5.68568333883333,12.0839506785,45.6402320860833,4.12126102058333,16.2536804675,0.114188001,2.919000149,0,2.93720841416667
1/2/2025-07:00:00,293.612823486333,1411.80243937183,0,33.6573907535,13.2980928420833,25.2684690158333,3.31962950033333,15.9784827233333,0.114188001,2.919000149,0,3.67300800491667
1/2/2025-08:00:00,286.615308125833,1514.50830078142,0,59.71085612,14.4415042401667,3.03782133266667,1.49649468058333,13.8732715449167,0.114188001,2.919000149,0,4.27445063991667
1/2/2025-09:00:00,280.953163146833,1530.69343058267,0,110.860538482667,13.3252080281667,0,1.52644150458333,10.0885270438333,0.114188001,2.919000149,0,6.02188678583333
1/2/2025-10:00:00,278.694318135583,1547.36088053383,0,118.511071523083,13.29471174875,0,1.59866337983333,8.51633870608333,0.114188001,2.919000149,0,6.25246119483333
1/2/2025-11:00:00,276.650314331083,1544.73918660483,0,111.33666292825,11.0105996926667,0,1.58127944683333,8.15679721041667,0.114188001,2.919000149,0,6.03418083983333
1/2/2025-12:00:00,278.05406443275,1522.04464721675,0,103.259857177833,10.3994243939167,0,1.433799078,9.01164491966667,0.114188001,2.919000149,0,5.83225715158333
1/2/2025-13:00:00,279.209625244167,1510.9673665365,0,72.257747968,11.776303053,0,3.74294166758333,8.42902445783333,0.114188001,2.919000149,0,4.76289021983333
