timestep,HOB_EL,HP_AMBIENT,HP_PROCESS,ELECTRIC_CHILLER,FREE_COOLING,HP_RECOVERY
T4414,9.3,9.2,9.2,9.2,9.2,9.2
T4415,9.3,9.2,9.2,9.2,9.2,9.2
T4416,9.3,9.2,9.2,9.2,9.2,9.2
T4417,9.3,9.2,9.2,9.2,9.2,9.2
T4418,9.3,9.2,9.2,9.2,9.2,9.2
T4419,9.3,9.2,9.2,9.2,9.2,9.2
T4420,9.3,9.2,9.2,9.2,9.2,9.2
T4421,9.3,9.2,9.2,9.2,9.2,9.2
T4422,9.3,9.2,9.2,9.2,9.2,9.2
T4423,9.3,9.2,9.2,9.2,9.2,9.2
T4424,9.3,9.2,9.2,9.2,9.2,9.2
T4425,9.3,9.2,9.2,9.2,9.2,9.2
T4426,9.3,9.2,9.2,9.2,9.2,9.2
T4427,9.3,9.2,9.2,9.2,9.2,9.2
T4428,6.5,6.8,6.8,6.8,6.8,6.8
T4429,6.5,6.8,6.8,6.8,6.8,6.8
T4430,6.5,6.8,6.8,6.8,6.8,6.8
T4431,6.5,6.8,6.8,6.8,6.8,6.8
T4432,6.5,6.8,6.8,6.8,6.8,6.8
T4433,6.5,6.8,6.8,6.8,6.8,6.8
T4434,6.5,6.8,6.8,6.8,6.8,6.8
T4435,6.5,6.8,6.8,6.8,6.8,6.8
T4436,9.3,9.2,9.2,9.2,9.2,9.2
T4437,9.3,9.2,9.2,9.2,9.2,9.2
T4438,9.3,9.2,9.2,9.2,9.2,9.2
T4439,9.3,9.2,9.2,9.2,9.2,9.2
T4440,9.3,9.2,9.2,9.2,9.2,9.2
T4441,9.3,9.2,9.2,9.2,9.2,9.2
T4442,9.3,9.2,9.2,9.2,9.2,9.2
T4443,9.3,9.2,9.2,9.2,9.2,9.2
T4444,9.3,9.2,9.2,9.2,9.2,9.2
T4445,9.3,9.2,9.2,9.2,9.2,9.2
T4446,9.3,9.2,9.2,9.2,9.2,9.2
T4447,9.3,9.2,9.2,9.2,9.2,9.2
T4448,9.3,9.2,9.2,9.2,9.2,9.2
T4449,9.3,9.2,9.2,9.2,9.2,9.2
T4450,9.3,9.2,9.2,9.2,9.2,9.2
T4451,9.3,9.2,9.2,9.2,9.2,9.2
T4452,6.5,6.8,6.8,6.8,6.8,6.8
T4453,6.5,6.8,6.8,6.8,6.8,6.8
T4454,6.5,6.8,6.8,6.8,6.8,6.8
T4455,6.5,6.8,6.8,6.8,6.8,6.8
T4456,6.5,6.8,6.8,6.8,6.8,6.8
T4457,6.5,6.8,6.8,6.8,6.8,6.8
T4458,6.5,6.8,6.8,6.8,6.8,6.8
T4459,6.5,6.8,6.8,6.8,6.8,6.8
T4460,9.3,9.2,9.2,9.2,9.2,9.2
T4461,9.3,9.2,9.2,9.2,9.2,9.2
T4462,9.3,9.2,9.2,9.2,9.2,9.2
T4463,9.3,9.2,9.2,9.2,9.2,9.2
T4464,9.3,9.2,9.2,9.2,9.2,9.2
T4465,9.3,9.2,9.2,9.2,9.2,9.2
T4466,9.3,9.2,9.2,9.2,9.2,9.2
T4467,9.3,9.2,9.2,9.2,9.2,9.2
T4468,9.3,9.2,9.2,9.2,9.2,9.2
T4469,9.3,9.2,9.2,9.2,9.2,9.2
T4470,9.3,9.2,9.2,9.2,9.2,9.2
T4471,9.3,9.2,9.2,9.2,9.2,9.2
T4472,9.3,9.2,9.2,9.2,9.2,9.2
T4473,9.3,9.2,9.2,9.2,9.2,9.2
T4474,9.3,9.2,9.2,9.2,9.2,9.2
T4475,9.3,9.2,9.2,9.2,9.2,9.2
T4476,6.5,6.8,6.8,6.8,6.8,6.8
T4477,6.5,6.8,6.8,6.8,6.8,6.8
T4478,6.5,6.8,6.8,6.8,6.8,6.8
T4479,6.5,6.8,6.8,6.8,6.8,6.8
T4480,6.5,6.8,6.8,6.8,6.8,6.8
T4481,6.5,6.8,6.8,6.8,6.8,6.8
T4482,6.5,6.8,6.8,6.8,6.8,6.8
T4483,6.5,6.8,6.8,6.8,6.8,6.8
T4484,9.3,9.2,9.2,9.2,9.2,9.2
T4485,9.3,9.2,9.2,9.2,9.2,9.2
T4486,9.3,9.2,9.2,9.2,9.2,9.2
T4487,9.3,9.2,9.2,9.2,9.2,9.2
T4488,9.3,9.2,9.2,9.2,9.2,9.2
T4489,9.3,9.2,9.2,9.2,9.2,9.2
T4490,9.3,9.2,9.2,9.2,9.2,9.2
T4491,9.3,9.2,9.2,9.2,9.2,9.2
T4492,9.3,9.2,9.2,9.2,9.2,9.2
T4493,9.3,9.2,9.2,9.2,9.2,9.2
T4494,9.3,9.2,9.2,9.2,9.2,9.2
T4495,9.3,9.2,9.2,9.2,9.2,9.2
T4496,9.3,9.2,9.2,9.2,9.2,9.2
T4497,9.3,9.2,9.2,9.2,9.2,9.2
T4498,9.3,9.2,9.2,9.2,9.2,9.2
T4499,9.3,9.2,9.2,9.2,9.2,9.2
T4500,6.5,6.8,6.8,6.8,6.8,6.8
T4501,6.5,6.8,6.8,6.8,6.8,6.8
T4502,6.5,6.8,6.8,6.8,6.8,6.8
T4503,6.5,6.8,6.8,6.8,6.8,6.8
T4504,6.5,6.8,6.8,6.8,6.8,6.8
T4505,6.5,6.8,6.8,6.8,6.8,6.8
T4506,6.5,6.8,6.8,6.8,6.8,6.8
T4507,6.5,6.8,6.8,6.8,6.8,6.8
T4508,9.3,9.2,9.2,9.2,9.2,9.2
T4509,9.3,9.2,9.2,9.2,9.2,9.2
T4510,9.3,9.2,9.2,9.2,9.2,9.2
T4511,9.3,9.2,9.2,9.2,9.2,9.2
T4512,9.3,9.2,9.2,9.2,9.2,9.2
T4513,9.3,9.2,9.2,9.2,9.2,9.2
T4514,9.3,9.2,9.2,9.2,9.2,9.2
T4515,9.3,9.2,9.2,9.2,9.2,9.2
T4516,9.3,9.2,9.2,9.2,9.2,9.2
T4517,9.3,9.2,9.2,9.2,9.2,9.2
T4518,9.3,9.2,9.2,9.2,9.2,9.2
T4519,9.3,9.2,9.2,9.2,9.2,9.2
T4520,9.3,9.2,9.2,9.2,9.2,9.2
T4521,9.3,9.2,9.2,9.2,9.2,9.2
T4522,9.3,9.2,9.2,9.2,9.2,9.2
T4523,9.3,9.2,9.2,9.2,9.2,9.2
T4524,6.5,6.8,6.8,6.8,6.8,6.8
T4525,6.5,6.8,6.8,6.8,6.8,6.8
T4526,6.5,6.8,6.8,6.8,6.8,6.8
T4527,6.5,6.8,6.8,6.8,6.8,6.8
T4528,6.5,6.8,6.8,6.8,6.8,6.8
T4529,6.5,6.8,6.8,6.8,6.8,6.8
T4530,6.5,6.8,6.8,6.8,6.8,6.8
T4531,6.5,6.8,6.8,6.8,6.8,6.8
T4532,9.3,9.2,9.2,9.2,9.2,9.2
T4533,9.3,9.2,9.2,9.2,9.2,9.2
T4534,9.3,9.2,9.2,9.2,9.2,9.2
T4535,9.3,9.2,9.2,9.2,9.2,9.2
T4536,9.3,9.2,9.2,9.2,9.2,9.2
T4537,9.3,9.2,9.2,9.2,9.2,9.2
T4538,9.3,9.2,9.2,9.2,9.2,9.2
T4539,9.3,9.2,9.2,9.2,9.2,9.2
T4540,9.3,9.2,9.2,9.2,9.2,9.2
T4541,9.3,9.2,9.2,9.2,9.2,9.2
T4542,9.3,9.2,9.2,9.2,9.2,9.2
T4543,9.3,9.2,9.2,9.2,9.2,9.2
T4544,9.3,9.2,9.2,9.2,9.2,9.2
T4545,9.3,9.2,9.2,9.2,9.2,9.2
T4546,9.3,9.2,9.2,9.2,9.2,9.2
T4547,9.3,9.2,9.2,9.2,9.2,9.2
T4548,6.5,6.8,6.8,6.8,6.8,6.8
T4549,6.5,6.8,6.8,6.8,6.8,6.8
T4550,6.5,6.8,6.8,6.8,6.8,6.8
T4551,6.5,6.8,6.8,6.8,6.8,6.8
T4552,6.5,6.8,6.8,6.8,6.8,6.8
T4553,6.5,6.8,6.8,6.8,6.8,6.8
T4554,6.5,6.8,6.8,6.8,6.8,6.8
T4555,6.5,6.8,6.8,6.8,6.8,6.8
T4556,9.3,9.2,9.2,9.2,9.2,9.2
T4557,9.3,9.2,9.2,9.2,9.2,9.2
T4558,9.3,9.2,9.2,9.2,9.2,9.2
T4559,9.3,9.2,9.2,9.2,9.2,9.2
T4560,9.3,9.2,9.2,9.2,9.2,9.2
T4561,9.3,9.2,9.2,9.2,9.2,9.2
T4562,9.3,9.2,9.2,9.2,9.2,9.2
T4563,9.3,9.2,9.2,9.2,9.2,9.2
T4564,9.3,9.2,9.2,9.2,9.2,9.2
T4565,9.3,9.2,9.2,9.2,9.2,9.2
T4566,9.3,9.2,9.2,9.2,9.2,9.2
T4567,9.3,9.2,9.2,9.2,9.2,9.2
T4568,9.3,9.2,9.2,9.2,9.2,9.2
T4569,9.3,9.2,9.2,9.2,9.2,9.2
T4570,9.3,9.2,9.2,9.2,9.2,9.2
T4571,9.3,9.2,9.2,9.2,9.2,9.2
T4572,6.5,6.8,6.8,6.8,6.8,6.8
T4573,6.5,6.8,6.8,6.8,6.8,6.8
T4574,6.5,6.8,6.8,6.8,6.8,6.8
T4575,6.5,6.8,6.8,6.8,6.8,6.8
T4576,6.5,6.8,6.8,6.8,6.8,6.8
T4577,6.5,6.8,6.8,6.8,6.8,6.8
T4578,6.5,6.8,6.8,6.8,6.8,6.8
T4579,6.5,6.8,6.8,6.8,6.8,6.8
T4580,9.3,9.2,9.2,9.2,9.2,9.2
T4581,9.3,9.2,9.2,9.2,9.2,9.2
T4582,9.3,9.2,9.2,9.2,9.2,9.2
T4583,9.3,9.2,9.2,9.2,9.2,9.2
T4584,9.3,9.2,9.2,9.2,9.2,9.2
T4585,9.3,9.2,9.2,9.2,9.2,9.2
T4586,9.3,9.2,9.2,9.2,9.2,9.2
T4587,9.3,9.2,9.2,9.2,9.2,9.2
T4588,9.3,9.2,9.2,9.2,9.2,9.2
T4589,9.3,9.2,9.2,9.2,9.2,9.2
T4590,9.3,9.2,9.2,9.2,9.2,9.2
T4591,9.3,9.2,9.2,9.2,9.2,9.2
T4592,9.3,9.2,9.2,9.2,9.2,9.2
T4593,9.3,9.2,9.2,9.2,9.2,9.2
T4594,9.3,9.2,9.2,9.2,9.2,9.2
T4595,9.3,9.2,9.2,9.2,9.2,9.2
T4596,6.5,6.8,6.8,6.8,6.8,6.8
T4597,6.5,6.8,6.8,6.8,6.8,6.8
T4598,6.5,6.8,6.8,6.8,6.8,6.8
T4599,6.5,6.8,6.8,6.8,6.8,6.8
T4600,6.5,6.8,6.8,6.8,6.8,6.8
T4601,6.5,6.8,6.8,6.8,6.8,6.8
T4602,6.5,6.8,6.8,6.8,6.8,6.8
T4603,6.5,6.8,6.8,6.8,6.8,6.8
T4604,9.3,9.2,9.2,9.2,9.2,9.2
T4605,9.3,9.2,9.2,9.2,9.2,9.2
T4606,9.3,9.2,9.2,9.2,9.2,9.2
T4607,9.3,9.2,9.2,9.2,9.2,9.2
T4608,9.3,9.2,9.2,9.2,9.2,9.2
T4609,9.3,9.2,9.2,9.2,9.2,9.2
T4610,9.3,9.2,9.2,9.2,9.2,9.2
T4611,9.3,9.2,9.2,9.2,9.2,9.2
T4612,9.3,9.2,9.2,9.2,9.2,9.2
T4613,9.3,9.2,9.2,9.2,9.2,9.2
T4614,9.3,9.2,9.2,9.2,9.2,9.2
T4615,9.3,9.2,9.2,9.2,9.2,9.2
T4616,9.3,9.2,9.2,9.2,9.2,9.2
T4617,9.3,9.2,9.2,9.2,9.2,9.2
T4618,9.3,9.2,9.2,9.2,9.2,9.2
T4619,9.3,9.2,9.2,9.2,9.2,9.2
T4620,6.5,6.8,6.8,6.8,6.8,6.8
T4621,6.5,6.8,6.8,6.8,6.8,6.8
T4622,6.5,6.8,6.8,6.8,6.8,6.8
T4623,6.5,6.8,6.8,6.8,6.8,6.8
T4624,6.5,6.8,6.8,6.8,6.8,6.8
T4625,6.5,6.8,6.8,6.8,6.8,6.8
T4626,6.5,6.8,6.8,6.8,6.8,6.8
T4627,6.5,6.8,6.8,6.8,6.8,6.8
T4628,9.3,9.2,9.2,9.2,9.2,9.2
T4629,9.3,9.2,9.2,9.2,9.2,9.2
T4630,9.3,9.2,9.2,9.2,9.2,9.2
T4631,9.3,9.2,9.2,9.2,9.2,9.2
T4632,9.3,9.2,9.2,9.2,9.2,9.2
T4633,9.3,9.2,9.2,9.2,9.2,9.2
T4634,9.3,9.2,9.2,9.2,9.2,9.2
T4635,9.3,9.2,9.2,9.2,9.2,9.2
T4636,9.3,9.2,9.2,9.2,9.2,9.2
T4637,9.3,9.2,9.2,9.2,9.2,9.2
T4638,9.3,9.2,9.2,9.2,9.2,9.2
T4639,9.3,9.2,9.2,9.2,9.2,9.2
T4640,9.3,9.2,9.2,9.2,9.2,9.2
T4641,9.3,9.2,9.2,9.2,9.2,9.2
T4642,9.3,9.2,9.2,9.2,9.2,9.2
T4643,9.3,9.2,9.2,9.2,9.2,9.2
T4644,6.5,6.8,6.8,6.8,6.8,6.8
T4645,6.5,6.8,6.8,6.8,6.8,6.8
T4646,6.5,6.8,6.8,6.8,6.8,6.8
T4647,6.5,6.8,6.8,6.8,6.8,6.8
T4648,6.5,6.8,6.8,6.8,6.8,6.8
T4649,6.5,6.8,6.8,6.8,6.8,6.8
T4650,6.5,6.8,6.8,6.8,6.8,6.8
T4651,6.5,6.8,6.8,6.8,6.8,6.8
T4652,9.3,9.2,9.2,9.2,9.2,9.2
T4653,9.3,9.2,9.2,9.2,9.2,9.2
T4654,9.3,9.2,9.2,9.2,9.2,9.2
T4655,9.3,9.2,9.2,9.2,9.2,9.2
T4656,9.3,9.2,9.2,9.2,9.2,9.2
T4657,9.3,9.2,9.2,9.2,9.2,9.2
T4658,9.3,9.2,9.2,9.2,9.2,9.2
T4659,9.3,9.2,9.2,9.2,9.2,9.2
T4660,9.3,9.2,9.2,9.2,9.2,9.2
T4661,9.3,9.2,9.2,9.2,9.2,9.2
T4662,9.3,9.2,9.2,9.2,9.2,9.2
T4663,9.3,9.2,9.2,9.2,9.2,9.2
T4664,9.3,9.2,9.2,9.2,9.2,9.2
T4665,9.3,9.2,9.2,9.2,9.2,9.2
T4666,9.3,9.2,9.2,9.2,9.2,9.2
T4667,9.3,9.2,9.2,9.2,9.2,9.2
T4668,6.5,6.8,6.8,6.8,6.8,6.8
T4669,6.5,6.8,6.8,6.8,6.8,6.8
T4670,6.5,6.8,6.8,6.8,6.8,6.8
T4671,6.5,6.8,6.8,6.8,6.8,6.8
T4672,6.5,6.8,6.8,6.8,6.8,6.8
T4673,6.5,6.8,6.8,6.8,6.8,6.8
T4674,6.5,6.8,6.8,6.8,6.8,6.8
T4675,6.5,6.8,6.8,6.8,6.8,6.8
T4676,9.3,9.2,9.2,9.2,9.2,9.2
T4677,9.3,9.2,9.2,9.2,9.2,9.2
T4678,9.3,9.2,9.2,9.2,9.2,9.2
T4679,9.3,9.2,9.2,9.2,9.2,9.2
T4680,9.3,9.2,9.2,9.2,9.2,9.2
T4681,9.3,9.2,9.2,9.2,9.2,9.2
T4682,9.3,9.2,9.2,9.2,9.2,9.2
T4683,9.3,9.2,9.2,9.2,9.2,9.2
T4684,9.3,9.2,9.2,9.2,9.2,9.2
T4685,9.3,9.2,9.2,9.2,9.2,9.2
T4686,9.3,9.2,9.2,9.2,9.2,9.2
T4687,9.3,9.2,9.2,9.2,9.2,9.2
T4688,9.3,9.2,9.2,9.2,9.2,9.2
T4689,9.3,9.2,9.2,9.2,9.2,9.2
T4690,9.3,9.2,9.2,9.2,9.2,9.2
T4691,9.3,9.2,9.2,9.2,9.2,9.2
T4692,6.5,6.8,6.8,6.8,6.8,6.8
T4693,6.5,6.8,6.8,6.8,6.8,6.8
T4694,6.5,6.8,6.8,6.8,6.8,6.8
T4695,6.5,6.8,6.8,6.8,6.8,6.8
T4696,6.5,6.8,6.8,6.8,6.8,6.8
T4697,6.5,6.8,6.8,6.8,6.8,6.8
T4698,6.5,6.8,6.8,6.8,6.8,6.8
T4699,6.5,6.8,6.8,6.8,6.8,6.8
T4700,9.3,9.2,9.2,9.2,9.2,9.2
T4701,9.3,9.2,9.2,9.2,9.2,9.2
T4702,9.3,9.2,9.2,9.2,9.2,9.2
T4703,9.3,9.2,9.2,9.2,9.2,9.2
T4704,9.3,9.2,9.2,9.2,9.2,9.2
T4705,9.3,9.2,9.2,9.2,9.2,9.2
T4706,9.3,9.2,9.2,9.2,9.2,9.2
T4707,9.3,9.2,9.2,9.2,9.2,9.2
T4708,9.3,9.2,9.2,9.2,9.2,9.2
T4709,9.3,9.2,9.2,9.2,9.2,9.2
T4710,9.3,9.2,9.2,9.2,9.2,9.2
T4711,9.3,9.2,9.2,9.2,9.2,9.2
T4712,9.3,9.2,9.2,9.2,9.2,9.2
T4713,9.3,9.2,9.2,9.2,9.2,9.2
T4714,9.3,9.2,9.2,9.2,9.2,9.2
T4715,9.3,9.2,9.2,9.2,9.2,9.2
T4716,6.5,6.8,6.8,6.8,6.8,6.8
T4717,6.5,6.8,6.8,6.8,6.8,6.8
T4718,6.5,6.8,6.8,6.8,6.8,6.8
T4719,6.5,6.8,6.8,6.8,6.8,6.8
T4720,6.5,6.8,6.8,6.8,6.8,6.8
T4721,6.5,6.8,6.8,6.8,6.8,6.8
T4722,6.5,6.8,6.8,6.8,6.8,6.8
T4723,6.5,6.8,6.8,6.8,6.8,6.8
T4724,9.3,9.2,9.2,9.2,9.2,9.2
T4725,9.3,9.2,9.2,9.2,9.2,9.2
T4726,9.3,9.2,9.2,9.2,9.2,9.2
T4727,9.3,9.2,9.2,9.2,9.2,9.2
T4728,9.3,9.2,9.2,9.2,9.2,9.2
T4729,9.3,9.2,9.2,9.2,9.2,9.2
T4730,9.3,9.2,9.2,9.2,9.2,9.2
T4731,9.3,9.2,9.2,9.2,9.2,9.2
T4732,9.3,9.2,9.2,9.2,9.2,9.2
T4733,9.3,9.2,9.2,9.2,9.2,9.2
T4734,9.3,9.2,9.2,9.2,9.2,9.2
T4735,9.3,9.2,9.2,9.2,9.2,9.2
T4736,9.3,9.2,9.2,9.2,9.2,9.2
T4737,9.3,9.2,9.2,9.2,9.2,9.2
T4738,9.3,9.2,9.2,9.2,9.2,9.2
T4739,9.3,9.2,9.2,9.2,9.2,9.2
T4740,6.5,6.8,6.8,6.8,6.8,6.8
T4741,6.5,6.8,6.8,6.8,6.8,6.8
T4742,6.5,6.8,6.8,6.8,6.8,6.8
T4743,6.5,6.8,6.8,6.8,6.8,6.8
T4744,6.5,6.8,6.8,6.8,6.8,6.8
T4745,6.5,6.8,6.8,6.8,6.8,6.8
T4746,6.5,6.8,6.8,6.8,6.8,6.8
T4747,6.5,6.8,6.8,6.8,6.8,6.8
T4748,9.3,9.2,9.2,9.2,9.2,9.2
T4749,9.3,9.2,9.2,9.2,9.2,9.2
T4750,9.3,9.2,9.2,9.2,9.2,9.2
T4751,9.3,9.2,9.2,9.2,9.2,9.2
T4752,9.3,9.2,9.2,9.2,9.2,9.2
T4753,9.3,9.2,9.2,9.2,9.2,9.2
T4754,9.3,9.2,9.2,9.2,9.2,9.2
T4755,9.3,9.2,9.2,9.2,9.2,9.2
T4756,9.3,9.2,9.2,9.2,9.2,9.2
T4757,9.3,9.2,9.2,9.2,9.2,9.2
T4758,9.3,9.2,9.2,9.2,9.2,9.2
T4759,9.3,9.2,9.2,9.2,9.2,9.2
T4760,9.3,9.2,9.2,9.2,9.2,9.2
T4761,9.3,9.2,9.2,9.2,9.2,9.2
T4762,9.3,9.2,9.2,9.2,9.2,9.2
T4763,9.3,9.2,9.2,9.2,9.2,9.2
T4764,6.5,6.8,6.8,6.8,6.8,6.8
T4765,6.5,6.8,6.8,6.8,6.8,6.8
T4766,6.5,6.8,6.8,6.8,6.8,6.8
T4767,6.5,6.8,6.8,6.8,6.8,6.8
T4768,6.5,6.8,6.8,6.8,6.8,6.8
T4769,6.5,6.8,6.8,6.8,6.8,6.8
T4770,6.5,6.8,6.8,6.8,6.8,6.8
T4771,6.5,6.8,6.8,6.8,6.8,6.8
T4772,9.3,9.2,9.2,9.2,9.2,9.2
T4773,9.3,9.2,9.2,9.2,9.2,9.2
T4774,9.3,9.2,9.2,9.2,9.2,9.2
T4775,9.3,9.2,9.2,9.2,9.2,9.2
T4776,9.3,9.2,9.2,9.2,9.2,9.2
T4777,9.3,9.2,9.2,9.2,9.2,9.2
T4778,9.3,9.2,9.2,9.2,9.2,9.2
T4779,9.3,9.2,9.2,9.2,9.2,9.2
T4780,9.3,9.2,9.2,9.2,9.2,9.2
T4781,9.3,9.2,9.2,9.2,9.2,9.2
T4782,9.3,9.2,9.2,9.2,9.2,9.2
T4783,9.3,9.2,9.2,9.2,9.2,9.2
T4784,9.3,9.2,9.2,9.2,9.2,9.2
T4785,9.3,9.2,9.2,9.2,9.2,9.2
T4786,9.3,9.2,9.2,9.2,9.2,9.2
T4787,9.3,9.2,9.2,9.2,9.2,9.2
T4788,6.5,6.8,6.8,6.8,6.8,6.8
T4789,6.5,6.8,6.8,6.8,6.8,6.8
T4790,6.5,6.8,6.8,6.8,6.8,6.8
T4791,6.5,6.8,6.8,6.8,6.8,6.8
T4792,6.5,6.8,6.8,6.8,6.8,6.8
T4793,6.5,6.8,6.8,6.8,6.8,6.8
T4794,6.5,6.8,6.8,6.8,6.8,6.8
T4795,6.5,6.8,6.8,6.8,6.8,6.8
T4796,9.3,9.2,9.2,9.2,9.2,9.2
T4797,9.3,9.2,9.2,9.2,9.2,9.2
T4798,9.3,9.2,9.2,9.2,9.2,9.2
T4799,9.3,9.2,9.2,9.2,9.2,9.2
T4800,9.3,9.2,9.2,9.2,9.2,9.2
T4801,9.3,9.2,9.2,9.2,9.2,9.2
T4802,9.3,9.2,9.2,9.2,9.2,9.2
T4803,9.3,9.2,9.2,9.2,9.2,9.2
T4804,9.3,9.2,9.2,9.2,9.2,9.2
T4805,9.3,9.2,9.2,9.2,9.2,9.2
T4806,9.3,9.2,9.2,9.2,9.2,9.2
T4807,9.3,9.2,9.2,9.2,9.2,9.2
T4808,9.3,9.2,9.2,9.2,9.2,9.2
T4809,9.3,9.2,9.2,9.2,9.2,9.2
T4810,9.3,9.2,9.2,9.2,9.2,9.2
T4811,9.3,9.2,9.2,9.2,9.2,9.2
T4812,6.5,6.8,6.8,6.8,6.8,6.8
T4813,6.5,6.8,6.8,6.8,6.8,6.8
T4814,6.5,6.8,6.8,6.8,6.8,6.8
T4815,6.5,6.8,6.8,6.8,6.8,6.8
T4816,6.5,6.8,6.8,6.8,6.8,6.8
T4817,6.5,6.8,6.8,6.8,6.8,6.8
T4818,6.5,6.8,6.8,6.8,6.8,6.8
T4819,6.5,6.8,6.8,6.8,6.8,6.8
T4820,9.3,9.2,9.2,9.2,9.2,9.2
T4821,9.3,9.2,9.2,9.2,9.2,9.2
T4822,9.3,9.2,9.2,9.2,9.2,9.2
T4823,9.3,9.2,9.2,9.2,9.2,9.2
T4824,9.3,9.2,9.2,9.2,9.2,9.2
T4825,9.3,9.2,9.2,9.2,9.2,9.2
T4826,9.3,9.2,9.2,9.2,9.2,9.2
T4827,9.3,9.2,9.2,9.2,9.2,9.2
T4828,9.3,9.2,9.2,9.2,9.2,9.2
T4829,9.3,9.2,9.2,9.2,9.2,9.2
T4830,9.3,9.2,9.2,9.2,9.2,9.2
T4831,9.3,9.2,9.2,9.2,9.2,9.2
T4832,9.3,9.2,9.2,9.2,9.2,9.2
T4833,9.3,9.2,9.2,9.2,9.2,9.2
T4834,9.3,9.2,9.2,9.2,9.2,9.2
T4835,9.3,9.2,9.2,9.2,9.2,9.2
T4836,6.5,6.8,6.8,6.8,6.8,6.8
T4837,6.5,6.8,6.8,6.8,6.8,6.8
T4838,6.5,6.8,6.8,6.8,6.8,6.8
T4839,6.5,6.8,6.8,6.8,6.8,6.8
T4840,6.5,6.8,6.8,6.8,6.8,6.8
T4841,6.5,6.8,6.8,6.8,6.8,6.8
T4842,6.5,6.8,6.8,6.8,6.8,6.8
T4843,6.5,6.8,6.8,6.8,6.8,6.8
T4844,9.3,9.2,9.2,9.2,9.2,9.2
T4845,9.3,9.2,9.2,9.2,9.2,9.2
T4846,9.3,9.2,9.2,9.2,9.2,9.2
T4847,9.3,9.2,9.2,9.2,9.2,9.2
T4848,9.3,9.2,9.2,9.2,9.2,9.2
T4849,9.3,9.2,9.2,9.2,9.2,9.2
T4850,9.3,9.2,9.2,9.2,9.2,9.2
T4851,9.3,9.2,9.2,9.2,9.2,9.2
T4852,9.3,9.2,9.2,9.2,9.2,9.2
T4853,9.3,9.2,9.2,9.2,9.2,9.2
T4854,9.3,9.2,9.2,9.2,9.2,9.2
T4855,9.3,9.2,9.2,9.2,9.2,9.2
T4856,9.3,9.2,9.2,9.2,9.2,9.2
T4857,9.3,9.2,9.2,9.2,9.2,9.2
T4858,9.3,9.2,9.2,9.2,9.2,9.2
T4859,9.3,9.2,9.2,9.2,9.2,9.2
T4860,6.5,6.8,6.8,6.8,6.8,6.8
T4861,6.5,6.8,6.8,6.8,6.8,6.8
T4862,6.5,6.8,6.8,6.8,6.8,6.8
T4863,6.5,6.8,6.8,6.8,6.8,6.8
T4864,6.5,6.8,6.8,6.8,6.8,6.8
T4865,6.5,6.8,6.8,6.8,6.8,6.8
T4866,6.5,6.8,6.8,6.8,6.8,6.8
T4867,6.5,6.8,6.8,6.8,6.8,6.8
T4868,9.3,9.2,9.2,9.2,9.2,9.2
T4869,9.3,9.2,9.2,9.2,9.2,9.2
T4870,9.3,9.2,9.2,9.2,9.2,9.2
T4871,9.3,9.2,9.2,9.2,9.2,9.2
T4872,9.3,9.2,9.2,9.2,9.2,9.2
T4873,9.3,9.2,9.2,9.2,9.2,9.2
T4874,9.3,9.2,9.2,9.2,9.2,9.2
T4875,9.3,9.2,9.2,9.2,9.2,9.2
T4876,9.3,9.2,9.2,9.2,9.2,9.2
T4877,9.3,9.2,9.2,9.2,9.2,9.2
T4878,9.3,9.2,9.2,9.2,9.2,9.2
T4879,9.3,9.2,9.2,9.2,9.2,9.2
T4880,9.3,9.2,9.2,9.2,9.2,9.2
T4881,9.3,9.2,9.2,9.2,9.2,9.2
T4882,9.3,9.2,9.2,9.2,9.2,9.2
T4883,9.3,9.2,9.2,9.2,9.2,9.2
T4884,6.5,6.8,6.8,6.8,6.8,6.8
T4885,6.5,6.8,6.8,6.8,6.8,6.8
T4886,6.5,6.8,6.8,6.8,6.8,6.8
T4887,6.5,6.8,6.8,6.8,6.8,6.8
T4888,6.5,6.8,6.8,6.8,6.8,6.8
T4889,6.5,6.8,6.8,6.8,6.8,6.8
T4890,6.5,6.8,6.8,6.8,6.8,6.8
T4891,6.5,6.8,6.8,6.8,6.8,6.8
T4892,9.3,9.2,9.2,9.2,9.2,9.2
T4893,9.3,9.2,9.2,9.2,9.2,9.2
T4894,9.3,9.2,9.2,9.2,9.2,9.2
T4895,9.3,9.2,9.2,9.2,9.2,9.2
T4896,9.3,9.2,9.2,9.2,9.2,9.2
T4897,9.3,9.2,9.2,9.2,9.2,9.2
T4898,9.3,9.2,9.2,9.2,9.2,9.2
T4899,9.3,9.2,9.2,9.2,9.2,9.2
T4900,9.3,9.2,9.2,9.2,9.2,9.2
T4901,9.3,9.2,9.2,9.2,9.2,9.2
T4902,9.3,9.2,9.2,9.2,9.2,9.2
T4903,9.3,9.2,9.2,9.2,9.2,9.2
T4904,9.3,9.2,9.2,9.2,9.2,9.2
T4905,9.3,9.2,9.2,9.2,9.2,9.2
T4906,9.3,9.2,9.2,9.2,9.2,9.2
T4907,9.3,9.2,9.2,9.2,9.2,9.2
T4908,6.5,6.8,6.8,6.8,6.8,6.8
T4909,6.5,6.8,6.8,6.8,6.8,6.8
T4910,6.5,6.8,6.8,6.8,6.8,6.8
