,AMV1,AMV4,AVV1,AVV2,HCV7,HCV8,SMV1_SMV7,KKV8,ARC,ARGO5,ARGO6,VF5,VF6,HOB_electric,HOB_biogas,HOB_fueloil,HOB_gasoil,HOB_natgas,HOB_pellets,HP_air
T3753,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.21687857,68.35,58.795,74.291,79.969,41.44,10.217
T3754,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.889307493,68.35,58.795,74.291,79.969,41.44,7.889
T3755,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,6.647786194,68.35,58.795,74.291,79.969,41.44,6.648
T3756,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,4.649910078,68.35,58.795,74.291,79.969,41.44,4.65
T3757,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,2.890007877,68.35,58.795,74.291,79.969,41.44,2.89
T3758,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,3.852249399,68.35,58.795,74.291,79.969,41.44,3.852
T3759,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,4.821153076,68.35,58.795,74.291,79.969,41.44,4.821
T3760,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,13.39987385,68.35,58.795,74.291,79.969,41.44,13.4
T3761,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.08303437,68.35,58.795,74.291,79.969,41.44,21.083
T3762,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.59423912,68.35,58.795,74.291,79.969,41.44,26.594
T3763,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.68102491,68.35,58.795,74.291,79.969,41.44,29.681
T3764,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.02645679,68.35,58.795,74.291,79.969,41.44,29.026
T3765,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.46870569,68.35,58.795,74.291,79.969,41.44,32.469
T3766,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.21046925,68.35,58.795,74.291,79.969,41.44,28.21
T3767,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.94928759,68.35,58.795,74.291,79.969,41.44,26.949
T3768,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.76889006,68.35,58.795,74.291,79.969,41.44,22.769
T3769,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.59783138,68.35,58.795,74.291,79.969,41.44,20.598
T3770,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.88050987,68.35,58.795,74.291,79.969,41.44,17.881
T3771,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.2284116,68.35,58.795,74.291,79.969,41.44,17.228
T3772,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,16.53332857,68.35,58.795,74.291,79.969,41.44,16.533
T3773,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.12323917,68.35,58.795,74.291,79.969,41.44,17.123
T3774,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.70622607,68.35,58.795,74.291,79.969,41.44,19.706
T3775,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.07151726,68.35,58.795,74.291,79.969,41.44,21.072
T3776,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.88367238,68.35,58.795,74.291,79.969,41.44,21.884
T3777,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.09493619,68.35,58.795,74.291,79.969,41.44,22.095
T3778,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.9890054,68.35,58.795,74.291,79.969,41.44,21.989
T3779,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.2804618,68.35,58.795,74.291,79.969,41.44,23.28
T3780,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.19355133,68.35,58.795,74.291,79.969,41.44,19.194
T3781,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.05869711,68.35,58.795,74.291,79.969,41.44,17.059
T3782,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,16.2438412,68.35,58.795,74.291,79.969,41.44,16.244
T3783,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.36044991,68.35,58.795,74.291,79.969,41.44,20.36
T3784,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.2034308,68.35,58.795,74.291,79.969,41.44,28.203
T3785,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.74951582,68.35,58.795,74.291,79.969,41.44,32.75
T3786,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.68911926,68.35,58.795,74.291,79.969,41.44,35.689
T3787,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.19586274,68.35,58.795,74.291,79.969,41.44,37.196
T3788,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.56235149,68.35,58.795,74.291,79.969,41.44,34.562
T3789,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.9741792,68.35,58.795,74.291,79.969,41.44,37.974
T3790,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.61150954,68.35,58.795,74.291,79.969,41.44,34.612
T3791,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.64532825,68.35,58.795,74.291,79.969,41.44,40.645
T3792,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.72331198,68.35,58.795,74.291,79.969,41.44,36.723
T3793,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.21168296,68.35,58.795,74.291,79.969,41.44,36.212
T3794,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.58332169,68.35,58.795,74.291,79.969,41.44,33.583
T3795,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.667348,68.35,58.795,74.291,79.969,41.44,35.667
T3796,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.06434635,68.35,58.795,74.291,79.969,41.44,38.064
T3797,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.22801622,68.35,58.795,74.291,79.969,41.44,53.228
T3798,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,65.80686719,68.35,58.795,74.291,79.969,41.44,65.807
T3799,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,62.23425199,68.35,58.795,74.291,79.969,41.44,62.234
T3800,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.53371358,68.35,58.795,74.291,79.969,41.44,58.534
T3801,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.9831928,68.35,58.795,74.291,79.969,41.44,53.983
T3802,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.02859607,68.35,58.795,74.291,79.969,41.44,53.029
T3803,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.54245692,68.35,58.795,74.291,79.969,41.44,48.542
T3804,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,46.10315099,68.35,58.795,74.291,79.969,41.44,46.103
T3805,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.54934722,68.35,58.795,74.291,79.969,41.44,43.549
T3806,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.95133373,68.35,58.795,74.291,79.969,41.44,44.951
T3807,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.87681761,68.35,58.795,74.291,79.969,41.44,49.877
T3808,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.5059651,68.35,58.795,74.291,79.969,41.44,52.506
T3809,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.82823224,68.35,58.795,74.291,79.969,41.44,59.828
T3810,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.76801104,68.35,58.795,74.291,79.969,41.44,59.768
T3811,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.96051096,68.35,58.795,74.291,79.969,41.44,56.961
T3812,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.06763124,68.35,58.795,74.291,79.969,41.44,54.068
T3813,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.2143141,68.35,58.795,74.291,79.969,41.44,50.214
T3814,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.91473769,68.35,58.795,74.291,79.969,41.44,52.915
T3815,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.77603985,68.35,58.795,74.291,79.969,41.44,52.776
T3816,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.91432033,68.35,58.795,74.291,79.969,41.44,44.914
T3817,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.85284152,68.35,58.795,74.291,79.969,41.44,40.853
T3818,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.16979284,68.35,58.795,74.291,79.969,41.44,39.17
T3819,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.24062537,68.35,58.795,74.291,79.969,41.44,42.241
T3820,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.72089023,68.35,58.795,74.291,79.969,41.44,40.721
T3821,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.33555735,68.35,58.795,74.291,79.969,41.44,58.336
T3822,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,72.82627383,68.35,58.795,74.291,79.969,41.44,72.826
T3823,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,80.98575092,68.35,58.795,74.291,79.969,41.44,80.986
T3824,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,74.58292589,68.35,58.795,74.291,79.969,41.44,74.583
T3825,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,70.06370444,68.35,58.795,74.291,79.969,41.44,70.064
T3826,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.45564643,68.35,58.795,74.291,79.969,41.44,71.456
T3827,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,76.10053797,68.35,58.795,74.291,79.969,41.44,76.101
T3828,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,60.69767327,68.35,58.795,74.291,79.969,41.44,60.698
T3829,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.38151008,68.35,58.795,74.291,79.969,41.44,57.382
T3830,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.22767048,68.35,58.795,74.291,79.969,41.44,52.228
T3831,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.99726279,68.35,58.795,74.291,79.969,41.44,54.997
T3832,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,64.32680211,68.35,58.795,74.291,79.969,41.44,64.327
T3833,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,69.21347691,68.35,58.795,74.291,79.969,41.44,69.213
T3834,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.78694854,68.35,58.795,74.291,79.969,41.44,71.787
T3835,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,67.02243248,68.35,58.795,74.291,79.969,41.44,67.022
T3836,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.88286732,68.35,58.795,74.291,79.969,41.44,59.883
T3837,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.47187583,68.35,58.795,74.291,79.969,41.44,58.472
T3838,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.03327178,68.35,58.795,74.291,79.969,41.44,52.033
T3839,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.39805761,68.35,58.795,74.291,79.969,41.44,50.398
T3840,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,46.45069461,68.35,58.795,74.291,79.969,41.44,46.451
T3841,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.25398761,68.35,58.795,74.291,79.969,41.44,44.254
T3842,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.06058755,68.35,58.795,74.291,79.969,41.44,43.061
T3843,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.62314944,68.35,58.795,74.291,79.969,41.44,43.623
T3844,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.93940774,68.35,58.795,74.291,79.969,41.44,44.939
T3845,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.0832428,68.35,58.795,74.291,79.969,41.44,52.083
T3846,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.5932277,68.35,58.795,74.291,79.969,41.44,58.593
T3847,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.81829133,68.35,58.795,74.291,79.969,41.44,63.818
T3848,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.0147028,68.35,58.795,74.291,79.969,41.44,61.015
T3849,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.24261007,68.35,58.795,74.291,79.969,41.44,61.243
T3850,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.1002697,68.35,58.795,74.291,79.969,41.44,55.1
T3851,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.03859781,68.35,58.795,74.291,79.969,41.44,53.039
T3852,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.05142358,68.35,58.795,74.291,79.969,41.44,48.051
T3853,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.3828755,68.35,58.795,74.291,79.969,41.44,44.383
T3854,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.75486503,68.35,58.795,74.291,79.969,41.44,42.755
T3855,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.98173612,68.35,58.795,74.291,79.969,41.44,42.982
T3856,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.17865189,68.35,58.795,74.291,79.969,41.44,47.179
T3857,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.9397107,68.35,58.795,74.291,79.969,41.44,47.94
T3858,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.78015492,68.35,58.795,74.291,79.969,41.44,49.78
T3859,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.28447222,68.35,58.795,74.291,79.969,41.44,44.284
T3860,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.51392345,68.35,58.795,74.291,79.969,41.44,37.514
T3861,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.07513433,68.35,58.795,74.291,79.969,41.44,36.075
T3862,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.01816235,68.35,58.795,74.291,79.969,41.44,36.018
T3863,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.98868766,68.35,58.795,74.291,79.969,41.44,30.989
T3864,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.07535408,68.35,58.795,74.291,79.969,41.44,26.075
T3865,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.77341072,68.35,58.795,74.291,79.969,41.44,25.773
T3866,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.18941748,68.35,58.795,74.291,79.969,41.44,25.189
T3867,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.55526834,68.35,58.795,74.291,79.969,41.44,22.555
T3868,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.59202711,68.35,58.795,74.291,79.969,41.44,21.592
T3869,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.11437474,68.35,58.795,74.291,79.969,41.44,25.114
T3870,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.6200343,68.35,58.795,74.291,79.969,41.44,31.62
T3871,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.07437079,68.35,58.795,74.291,79.969,41.44,37.074
T3872,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.467948,68.35,58.795,74.291,79.969,41.44,35.468
T3873,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.19988346,68.35,58.795,74.291,79.969,41.44,34.2
T3874,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.66746182,68.35,58.795,74.291,79.969,41.44,31.667
T3875,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.07136929,68.35,58.795,74.291,79.969,41.44,29.071
T3876,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.39004881,68.35,58.795,74.291,79.969,41.44,27.39
T3877,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.12410993,68.35,58.795,74.291,79.969,41.44,24.124
T3878,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.99853864,68.35,58.795,74.291,79.969,41.44,22.999
T3879,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.47796031,68.35,58.795,74.291,79.969,41.44,23.478
T3880,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.21250421,68.35,58.795,74.291,79.969,41.44,28.213
T3881,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.40019179,68.35,58.795,74.291,79.969,41.44,32.4
T3882,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.78304405,68.35,58.795,74.291,79.969,41.44,36.783
T3883,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.2960856,68.35,58.795,74.291,79.969,41.44,37.296
T3884,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.92200274,68.35,58.795,74.291,79.969,41.44,33.922
T3885,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.65298299,68.35,58.795,74.291,79.969,41.44,33.653
T3886,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.12809809,68.35,58.795,74.291,79.969,41.44,29.128
T3887,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.2333574,68.35,58.795,74.291,79.969,41.44,25.233
T3888,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.54399357,68.35,58.795,74.291,79.969,41.44,23.544
T3889,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.10625042,68.35,58.795,74.291,79.969,41.44,22.106
T3890,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.81397958,68.35,58.795,74.291,79.969,41.44,20.814
T3891,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.67806665,68.35,58.795,74.291,79.969,41.44,19.678
T3892,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.7566881,68.35,58.795,74.291,79.969,41.44,21.757
T3893,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.14409323,68.35,58.795,74.291,79.969,41.44,29.144
T3894,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.51278857,68.35,58.795,74.291,79.969,41.44,35.513
T3895,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.93947277,68.35,58.795,74.291,79.969,41.44,35.939
T3896,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.05029704,68.35,58.795,74.291,79.969,41.44,32.05
T3897,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.49365465,68.35,58.795,74.291,79.969,41.44,29.494
T3898,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.72793197,68.35,58.795,74.291,79.969,41.44,30.728
T3899,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.06861107,68.35,58.795,74.291,79.969,41.44,26.069
T3900,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.19103628,68.35,58.795,74.291,79.969,41.44,21.191
T3901,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.40070099,68.35,58.795,74.291,79.969,41.44,21.401
T3902,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.97982394,68.35,58.795,74.291,79.969,41.44,19.98
T3903,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.29233854,68.35,58.795,74.291,79.969,41.44,21.292
T3904,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.62950615,68.35,58.795,74.291,79.969,41.44,24.63
