,AMV3,AVV1,AVV2,AMV1,AMV4,ARC,ARGO5,ARGO6,HCV7,HCV8,KKV7,KKV8,VF5,VF6,HOB_BG,HOB_EL,HOB_FO,HOB_GO,HOB_NG,HOB_WP,HOB_WW,EH,HP
T0090,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.46,29.60,47.22,22.32,34.92,12.07,0.00,40.46
T0091,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.83,29.60,47.22,22.32,34.92,12.07,0.00,43.83
T0092,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.50,29.60,47.22,22.32,34.92,12.07,0.00,39.50
T0093,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.59,29.60,47.22,22.32,34.92,12.07,0.00,44.59
T0094,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.19,29.60,47.22,22.32,34.92,12.07,0.00,41.19
T0095,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.28,29.60,47.22,22.32,34.92,12.07,0.00,49.28
T0096,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.49,29.60,47.22,22.32,34.92,12.07,0.00,43.49
T0097,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.01,29.60,47.22,22.32,34.92,12.07,0.00,44.01
T0098,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.11,29.60,47.22,22.32,34.92,12.07,0.00,44.11
T0099,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.59,29.60,47.22,22.32,34.92,12.07,0.00,45.59
T0100,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.94,29.60,47.22,22.32,34.92,12.07,0.00,45.94
T0101,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.16,29.60,47.22,22.32,34.92,12.07,0.00,46.16
T0102,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.24,29.60,47.22,22.32,34.92,12.07,0.00,46.24
T0103,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.94,29.60,47.22,22.32,34.92,12.07,0.00,43.94
T0104,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.17,29.60,47.22,22.32,34.92,12.07,0.00,44.17
T0105,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.40,29.60,47.22,22.32,34.92,12.07,0.00,45.40
T0106,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.84,29.60,47.22,22.32,34.92,12.07,0.00,48.84
T0107,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,51.36,29.60,47.22,22.32,34.92,12.07,0.00,51.36
T0108,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.43,29.60,47.22,22.32,34.92,12.07,0.00,50.43
T0109,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.71,29.60,47.22,22.32,34.92,12.07,0.00,46.71
T0110,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.85,29.60,47.22,22.32,34.92,12.07,0.00,44.85
T0111,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.07,29.60,47.22,22.32,34.92,12.07,0.00,46.07
T0112,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.33,29.60,47.22,22.32,34.92,12.07,0.00,50.33
T0113,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.46,29.60,47.22,22.32,34.92,12.07,0.00,39.46
T0114,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.19,29.60,47.22,22.32,34.92,12.07,0.00,38.19
T0115,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.36,29.60,47.22,22.32,34.92,12.07,0.00,37.36
T0116,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.60,29.60,47.22,22.32,34.92,12.07,0.00,36.60
T0117,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.29,29.60,47.22,22.32,34.92,12.07,0.00,36.29
T0118,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.42,29.60,47.22,22.32,34.92,12.07,0.00,36.42
T0119,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.93,29.60,47.22,22.32,34.92,12.07,0.00,33.93
T0120,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.02,29.60,47.22,22.32,34.92,12.07,0.00,34.02
T0121,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.12,29.60,47.22,22.32,34.92,12.07,0.00,34.12
T0122,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.51,29.60,47.22,22.32,34.92,12.07,0.00,36.51
T0123,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.51,29.60,47.22,22.32,34.92,12.07,0.00,35.51
T0124,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.29,29.60,47.22,22.32,34.92,12.07,0.00,35.29
T0125,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.81,29.60,47.22,22.32,34.92,12.07,0.00,35.81
T0126,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.21,29.60,47.22,22.32,34.92,12.07,0.00,41.21
T0127,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.20,29.60,47.22,22.32,34.92,12.07,0.00,42.20
T0128,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.32,29.60,47.22,22.32,34.92,12.07,0.00,44.32
T0129,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.98,29.60,47.22,22.32,34.92,12.07,0.00,40.98
T0130,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.39,29.60,47.22,22.32,34.92,12.07,0.00,40.39
T0131,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.87,29.60,47.22,22.32,34.92,12.07,0.00,39.87
T0132,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.93,29.60,47.22,22.32,34.92,12.07,0.00,39.93
T0133,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.92,29.60,47.22,22.32,34.92,12.07,0.00,39.92
T0134,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.99,29.60,47.22,22.32,34.92,12.07,0.00,39.99
T0135,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.11,29.60,47.22,22.32,34.92,12.07,0.00,40.11
T0136,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.37,29.60,47.22,22.32,34.92,12.07,0.00,42.37
T0137,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.60,29.60,47.22,22.32,34.92,12.07,0.00,42.60
T0138,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.05,29.60,47.22,22.32,34.92,12.07,0.00,40.05
T0139,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.34,29.60,47.22,22.32,34.92,12.07,0.00,39.34
T0140,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.02,29.60,47.22,22.32,34.92,12.07,0.00,39.02
T0141,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.13,29.60,47.22,22.32,34.92,12.07,0.00,39.13
T0142,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.92,29.60,47.22,22.32,34.92,12.07,0.00,37.92
T0143,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.76,29.60,47.22,22.32,34.92,12.07,0.00,37.76
T0144,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.04,29.60,47.22,22.32,34.92,12.07,0.00,36.04
T0145,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.38,29.60,47.22,22.32,34.92,12.07,0.00,36.38
T0146,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.97,29.60,47.22,22.32,34.92,12.07,0.00,36.97
T0147,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.82,29.60,47.22,22.32,34.92,12.07,0.00,36.82
T0148,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.95,29.60,47.22,22.32,34.92,12.07,0.00,37.95
T0149,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.39,29.60,47.22,22.32,34.92,12.07,0.00,38.39
T0150,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.76,29.60,47.22,22.32,34.92,12.07,0.00,39.76
T0151,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,47.57,29.60,47.22,22.32,34.92,12.07,0.00,47.57
T0152,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.91,29.60,47.22,22.32,34.92,12.07,0.00,57.91
T0153,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.24,29.60,47.22,22.32,34.92,12.07,0.00,57.24
T0154,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.23,29.60,47.22,22.32,34.92,12.07,0.00,56.23
T0155,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,55.60,29.60,47.22,22.32,34.92,12.07,0.00,55.60
T0156,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.75,29.60,47.22,22.32,34.92,12.07,0.00,50.75
T0157,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.94,29.60,47.22,22.32,34.92,12.07,0.00,52.94
T0158,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.07,29.60,47.22,22.32,34.92,12.07,0.00,42.07
T0159,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.84,29.60,47.22,22.32,34.92,12.07,0.00,41.84
T0160,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.20,29.60,47.22,22.32,34.92,12.07,0.00,45.20
T0161,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.41,29.60,47.22,22.32,34.92,12.07,0.00,41.41
T0162,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.00,29.60,47.22,22.32,34.92,12.07,0.00,38.00
T0163,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.15,29.60,47.22,22.32,34.92,12.07,0.00,37.15
T0164,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.03,29.60,47.22,22.32,34.92,12.07,0.00,36.03
T0165,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.04,29.60,47.22,22.32,34.92,12.07,0.00,35.04
T0166,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.33,29.60,47.22,22.32,34.92,12.07,0.00,34.33
T0167,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,31.78,29.60,47.22,22.32,34.92,12.07,0.00,31.78
T0168,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,27.97,29.60,47.22,22.32,34.92,12.07,0.00,27.97
T0169,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.51,29.60,47.22,22.32,34.92,12.07,0.00,13.51
T0170,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,8.56,29.60,47.22,22.32,34.92,12.07,0.00,8.56
T0171,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,8.76,29.60,47.22,22.32,34.92,12.07,0.00,8.76
T0172,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.49,29.60,47.22,22.32,34.92,12.07,0.00,10.49
T0173,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,30.10,29.60,47.22,22.32,34.92,12.07,0.00,30.10
T0174,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.61,29.60,47.22,22.32,34.92,12.07,0.00,34.61
T0175,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.54,29.60,47.22,22.32,34.92,12.07,0.00,34.54
T0176,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.43,29.60,47.22,22.32,34.92,12.07,0.00,34.43
T0177,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.90,29.60,47.22,22.32,34.92,12.07,0.00,35.90
T0178,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.77,29.60,47.22,22.32,34.92,12.07,0.00,35.77
T0179,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.96,29.60,47.22,22.32,34.92,12.07,0.00,35.96
T0180,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.51,29.60,47.22,22.32,34.92,12.07,0.00,36.51
T0181,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.25,29.60,47.22,22.32,34.92,12.07,0.00,36.25
T0182,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.38,29.60,47.22,22.32,34.92,12.07,0.00,36.38
T0183,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.88,29.60,47.22,22.32,34.92,12.07,0.00,36.88
T0184,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.12,29.60,47.22,22.32,34.92,12.07,0.00,38.12
T0185,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.57,29.60,47.22,22.32,34.92,12.07,0.00,48.57
T0186,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.40,29.60,47.22,22.32,34.92,12.07,0.00,56.40
T0187,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.48,29.60,47.22,22.32,34.92,12.07,0.00,45.48
T0188,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.59,29.60,47.22,22.32,34.92,12.07,0.00,37.59
T0189,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.30,29.60,47.22,22.32,34.92,12.07,0.00,38.30
T0190,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.94,29.60,47.22,22.32,34.92,12.07,0.00,38.94
T0191,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.19,29.60,47.22,22.32,34.92,12.07,0.00,37.19
T0192,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.57,29.60,47.22,22.32,34.92,12.07,0.00,33.57
T0193,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.51,29.60,47.22,22.32,34.92,12.07,0.00,33.51
T0194,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.74,29.60,47.22,22.32,34.92,12.07,0.00,36.74
T0195,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.36,29.60,47.22,22.32,34.92,12.07,0.00,41.36
T0196,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.28,29.60,47.22,22.32,34.92,12.07,0.00,39.28
T0197,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.82,29.60,47.22,22.32,34.92,12.07,0.00,37.82
T0198,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.02,29.60,47.22,22.32,34.92,12.07,0.00,50.02
T0199,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,60.86,29.60,47.22,22.32,34.92,12.07,0.00,60.86
T0200,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,62.17,29.60,47.22,22.32,34.92,12.07,0.00,62.17
T0201,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,60.57,29.60,47.22,22.32,34.92,12.07,0.00,60.57
T0202,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.20,29.60,47.22,22.32,34.92,12.07,0.00,57.20
T0203,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.40,29.60,47.22,22.32,34.92,12.07,0.00,54.40
T0204,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.53,29.60,47.22,22.32,34.92,12.07,0.00,48.53
T0205,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.28,29.60,47.22,22.32,34.92,12.07,0.00,44.28
T0206,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.43,29.60,47.22,22.32,34.92,12.07,0.00,42.43
T0207,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.78,29.60,47.22,22.32,34.92,12.07,0.00,40.78
T0208,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.47,29.60,47.22,22.32,34.92,12.07,0.00,42.47
T0209,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.74,29.60,47.22,22.32,34.92,12.07,0.00,52.74
T0210,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.73,29.60,47.22,22.32,34.92,12.07,0.00,50.73
T0211,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.92,29.60,47.22,22.32,34.92,12.07,0.00,37.92
T0212,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.82,29.60,47.22,22.32,34.92,12.07,0.00,36.82
T0213,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.14,29.60,47.22,22.32,34.92,12.07,0.00,36.14
T0214,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.67,29.60,47.22,22.32,34.92,12.07,0.00,34.67
T0215,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.16,29.60,47.22,22.32,34.92,12.07,0.00,34.16
T0216,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.68,29.60,47.22,22.32,34.92,12.07,0.00,34.68
T0217,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.21,29.60,47.22,22.32,34.92,12.07,0.00,35.21
T0218,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.84,29.60,47.22,22.32,34.92,12.07,0.00,34.84
T0219,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.00,29.60,47.22,22.32,34.92,12.07,0.00,35.00
T0220,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.54,29.60,47.22,22.32,34.92,12.07,0.00,35.54
T0221,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.06,29.60,47.22,22.32,34.92,12.07,0.00,37.06
T0222,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.51,29.60,47.22,22.32,34.92,12.07,0.00,40.51
T0223,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,55.00,29.60,47.22,22.32,34.92,12.07,0.00,55.00
T0224,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,59.19,29.60,47.22,22.32,34.92,12.07,0.00,59.19
T0225,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,53.07,29.60,47.22,22.32,34.92,12.07,0.00,53.07
T0226,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,47.93,29.60,47.22,22.32,34.92,12.07,0.00,47.93
