,AMV3,AVV1,AVV2,AMV1,AMV4,ARC,ARGO5,ARGO6,HCV7,HCV8,KKV7,KKV8,VF5,VF6,HOB_BG,HOB_EL,HOB_FO,HOB_GO,HOB_NG,HOB_WP,HOB_WW,EH,HP
T1364,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.16,29.60,47.22,22.32,34.92,12.07,0.00,56.16
T1365,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,53.25,29.60,47.22,22.32,34.92,12.07,0.00,53.25
T1366,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.19,29.60,47.22,22.32,34.92,12.07,0.00,44.19
T1367,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.35,29.60,47.22,22.32,34.92,12.07,0.00,38.35
T1368,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.02,29.60,47.22,22.32,34.92,12.07,0.00,52.02
T1369,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.87,29.60,47.22,22.32,34.92,12.07,0.00,45.87
T1370,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.11,29.60,47.22,22.32,34.92,12.07,0.00,45.11
T1371,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.71,29.60,47.22,22.32,34.92,12.07,0.00,43.71
T1372,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.07,29.60,47.22,22.32,34.92,12.07,0.00,46.07
T1373,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.98,29.60,47.22,22.32,34.92,12.07,0.00,56.98
T1374,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,69.04,29.60,47.22,22.32,34.92,12.07,0.00,69.04
T1375,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,84.66,29.60,47.22,22.32,34.92,12.07,0.00,84.66
T1376,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,92.66,29.60,47.22,22.32,34.92,12.07,0.00,92.66
T1377,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,82.42,29.60,47.22,22.32,34.92,12.07,0.00,82.42
T1378,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,76.00,29.60,47.22,22.32,34.92,12.07,0.00,76.00
T1379,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.77,29.60,47.22,22.32,34.92,12.07,0.00,57.77
T1380,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.23,29.60,47.22,22.32,34.92,12.07,0.00,54.23
T1381,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,62.17,29.60,47.22,22.32,34.92,12.07,0.00,62.17
T1382,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,67.90,29.60,47.22,22.32,34.92,12.07,0.00,67.90
T1383,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,69.07,29.60,47.22,22.32,34.92,12.07,0.00,69.07
T1384,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,69.81,29.60,47.22,22.32,34.92,12.07,0.00,69.81
T1385,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,87.08,29.60,47.22,22.32,34.92,12.07,0.00,87.08
T1386,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,83.64,29.60,47.22,22.32,34.92,12.07,0.00,83.64
T1387,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,61.72,29.60,47.22,22.32,34.92,12.07,0.00,61.72
T1388,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.34,29.60,47.22,22.32,34.92,12.07,0.00,50.34
T1389,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.93,29.60,47.22,22.32,34.92,12.07,0.00,48.93
T1390,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.92,29.60,47.22,22.32,34.92,12.07,0.00,42.92
T1391,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.88,29.60,47.22,22.32,34.92,12.07,0.00,38.88
T1392,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.72,29.60,47.22,22.32,34.92,12.07,0.00,38.72
T1393,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.41,29.60,47.22,22.32,34.92,12.07,0.00,36.41
T1394,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.39,29.60,47.22,22.32,34.92,12.07,0.00,35.39
T1395,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.59,29.60,47.22,22.32,34.92,12.07,0.00,34.59
T1396,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.77,29.60,47.22,22.32,34.92,12.07,0.00,33.77
T1397,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.34,29.60,47.22,22.32,34.92,12.07,0.00,36.34
T1398,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.59,29.60,47.22,22.32,34.92,12.07,0.00,45.59
T1399,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.03,29.60,47.22,22.32,34.92,12.07,0.00,57.03
T1400,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,65.55,29.60,47.22,22.32,34.92,12.07,0.00,65.55
T1401,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.30,29.60,47.22,22.32,34.92,12.07,0.00,52.30
T1402,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.36,29.60,47.22,22.32,34.92,12.07,0.00,48.36
T1403,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.70,29.60,47.22,22.32,34.92,12.07,0.00,40.70
T1404,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.49,29.60,47.22,22.32,34.92,12.07,0.00,34.49
T1405,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.36,29.60,47.22,22.32,34.92,12.07,0.00,34.36
T1406,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.20,29.60,47.22,22.32,34.92,12.07,0.00,35.20
T1407,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.34,29.60,47.22,22.32,34.92,12.07,0.00,36.34
T1408,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.95,29.60,47.22,22.32,34.92,12.07,0.00,43.95
T1409,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.98,29.60,47.22,22.32,34.92,12.07,0.00,48.98
T1410,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.83,29.60,47.22,22.32,34.92,12.07,0.00,49.83
T1411,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.13,29.60,47.22,22.32,34.92,12.07,0.00,44.13
T1412,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.63,29.60,47.22,22.32,34.92,12.07,0.00,35.63
T1413,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.22,29.60,47.22,22.32,34.92,12.07,0.00,35.22
T1414,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.67,29.60,47.22,22.32,34.92,12.07,0.00,32.67
T1415,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,28.43,29.60,47.22,22.32,34.92,12.07,0.00,28.43
T1416,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.88,29.60,47.22,22.32,34.92,12.07,0.00,18.88
T1417,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.69,29.60,47.22,22.32,34.92,12.07,0.00,16.69
T1418,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.39,29.60,47.22,22.32,34.92,12.07,0.00,16.39
T1419,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.96,29.60,47.22,22.32,34.92,12.07,0.00,15.96
T1420,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.71,29.60,47.22,22.32,34.92,12.07,0.00,15.71
T1421,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.78,29.60,47.22,22.32,34.92,12.07,0.00,15.78
T1422,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.59,29.60,47.22,22.32,34.92,12.07,0.00,15.59
T1423,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.87,29.60,47.22,22.32,34.92,12.07,0.00,15.87
T1424,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.12,29.60,47.22,22.32,34.92,12.07,0.00,16.12
T1425,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.36,29.60,47.22,22.32,34.92,12.07,0.00,16.36
T1426,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.46,29.60,47.22,22.32,34.92,12.07,0.00,16.46
T1427,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.71,29.60,47.22,22.32,34.92,12.07,0.00,16.71
T1428,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.44,29.60,47.22,22.32,34.92,12.07,0.00,16.44
T1429,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.56,29.60,47.22,22.32,34.92,12.07,0.00,16.56
T1430,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.82,29.60,47.22,22.32,34.92,12.07,0.00,16.82
T1431,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.75,29.60,47.22,22.32,34.92,12.07,0.00,17.75
T1432,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,19.13,29.60,47.22,22.32,34.92,12.07,0.00,19.13
T1433,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,29.20,29.60,47.22,22.32,34.92,12.07,0.00,29.20
T1434,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,20.67,29.60,47.22,22.32,34.92,12.07,0.00,20.67
T1435,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,19.40,29.60,47.22,22.32,34.92,12.07,0.00,19.40
T1436,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,19.36,29.60,47.22,22.32,34.92,12.07,0.00,19.36
T1437,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.76,29.60,47.22,22.32,34.92,12.07,0.00,18.76
T1438,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.64,29.60,47.22,22.32,34.92,12.07,0.00,18.64
T1439,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.20,29.60,47.22,22.32,34.92,12.07,0.00,18.20
T1440,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.03,29.60,47.22,22.32,34.92,12.07,0.00,18.03
T1441,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.65,29.60,47.22,22.32,34.92,12.07,0.00,18.65
T1442,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.62,29.60,47.22,22.32,34.92,12.07,0.00,18.62
T1443,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.57,29.60,47.22,22.32,34.92,12.07,0.00,18.57
T1444,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,19.67,29.60,47.22,22.32,34.92,12.07,0.00,19.67
T1445,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,21.61,29.60,47.22,22.32,34.92,12.07,0.00,21.61
T1446,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.76,29.60,47.22,22.32,34.92,12.07,0.00,38.76
T1447,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.34,29.60,47.22,22.32,34.92,12.07,0.00,46.34
T1448,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.71,29.60,47.22,22.32,34.92,12.07,0.00,49.71
T1449,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,47.27,29.60,47.22,22.32,34.92,12.07,0.00,47.27
T1450,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.58,29.60,47.22,22.32,34.92,12.07,0.00,49.58
T1451,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.10,29.60,47.22,22.32,34.92,12.07,0.00,49.10
T1452,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.12,29.60,47.22,22.32,34.92,12.07,0.00,52.12
T1453,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.55,29.60,47.22,22.32,34.92,12.07,0.00,46.55
T1454,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.37,29.60,47.22,22.32,34.92,12.07,0.00,44.37
T1455,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.98,29.60,47.22,22.32,34.92,12.07,0.00,48.98
T1456,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.48,29.60,47.22,22.32,34.92,12.07,0.00,50.48
T1457,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.14,29.60,47.22,22.32,34.92,12.07,0.00,54.14
T1458,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,62.74,29.60,47.22,22.32,34.92,12.07,0.00,62.74
T1459,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.11,29.60,47.22,22.32,34.92,12.07,0.00,52.11
T1460,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.76,29.60,47.22,22.32,34.92,12.07,0.00,45.76
T1461,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.87,29.60,47.22,22.32,34.92,12.07,0.00,42.87
T1462,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.31,29.60,47.22,22.32,34.92,12.07,0.00,41.31
T1463,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.73,29.60,47.22,22.32,34.92,12.07,0.00,39.73
T1464,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.57,29.60,47.22,22.32,34.92,12.07,0.00,34.57
T1465,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.23,29.60,47.22,22.32,34.92,12.07,0.00,33.23
T1466,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.82,29.60,47.22,22.32,34.92,12.07,0.00,32.82
T1467,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.47,29.60,47.22,22.32,34.92,12.07,0.00,32.47
T1468,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.33,29.60,47.22,22.32,34.92,12.07,0.00,32.33
T1469,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.10,29.60,47.22,22.32,34.92,12.07,0.00,37.10
T1470,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.28,29.60,47.22,22.32,34.92,12.07,0.00,50.28
T1471,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.20,29.60,47.22,22.32,34.92,12.07,0.00,57.20
T1472,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,62.61,29.60,47.22,22.32,34.92,12.07,0.00,62.61
T1473,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,59.48,29.60,47.22,22.32,34.92,12.07,0.00,59.48
T1474,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,60.50,29.60,47.22,22.32,34.92,12.07,0.00,60.50
T1475,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,59.59,29.60,47.22,22.32,34.92,12.07,0.00,59.59
T1476,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,53.65,29.60,47.22,22.32,34.92,12.07,0.00,53.65
T1477,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,55.49,29.60,47.22,22.32,34.92,12.07,0.00,55.49
T1478,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.23,29.60,47.22,22.32,34.92,12.07,0.00,57.23
T1479,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,58.04,29.60,47.22,22.32,34.92,12.07,0.00,58.04
T1480,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,58.98,29.60,47.22,22.32,34.92,12.07,0.00,58.98
T1481,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,62.96,29.60,47.22,22.32,34.92,12.07,0.00,62.96
T1482,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,69.22,29.60,47.22,22.32,34.92,12.07,0.00,69.22
T1483,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,68.11,29.60,47.22,22.32,34.92,12.07,0.00,68.11
T1484,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,51.89,29.60,47.22,22.32,34.92,12.07,0.00,51.89
T1485,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,48.55,29.60,47.22,22.32,34.92,12.07,0.00,48.55
T1486,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.62,29.60,47.22,22.32,34.92,12.07,0.00,45.62
T1487,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.69,29.60,47.22,22.32,34.92,12.07,0.00,41.69
T1488,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.56,29.60,47.22,22.32,34.92,12.07,0.00,39.56
T1489,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.80,29.60,47.22,22.32,34.92,12.07,0.00,36.80
T1490,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.55,29.60,47.22,22.32,34.92,12.07,0.00,35.55
T1491,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.58,29.60,47.22,22.32,34.92,12.07,0.00,35.58
T1492,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.45,29.60,47.22,22.32,34.92,12.07,0.00,35.45
T1493,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.98,29.60,47.22,22.32,34.92,12.07,0.00,38.98
T1494,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.58,29.60,47.22,22.32,34.92,12.07,0.00,45.58
T1495,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.13,29.60,47.22,22.32,34.92,12.07,0.00,57.13
T1496,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,67.54,29.60,47.22,22.32,34.92,12.07,0.00,67.54
T1497,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,62.62,29.60,47.22,22.32,34.92,12.07,0.00,62.62
T1498,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.54,29.60,47.22,22.32,34.92,12.07,0.00,56.54
T1499,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.05,29.60,47.22,22.32,34.92,12.07,0.00,57.05
T1500,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.90,29.60,47.22,22.32,34.92,12.07,0.00,46.90
